Code,Area,Year,Measure,Value mar,Value Jun,Value Sep,Value Dec,Housing_Average
E02000756,Redbridge 006,2017,Mean,432110,447621,442803,428969,437875.75
E02000757,Redbridge 007,2017,Mean,483936,496572,507522,515066,500774
E02000758,Redbridge 008,2017,Mean,452334,462403,450964,444421,452530.5
E02000759,Redbridge 009,2017,Mean,499492,504825,501491,507500,503327
E02000760,Redbridge 010,2017,Mean,377638,384555,389639,390051,385470.75
E02000762,Redbridge 012,2017,Mean,427627,448205,457411,501314,458639.25
E02000763,Redbridge 013,2017,Mean,362554,352925,367501,362803,361445.75
E02000764,Redbridge 014,2017,Mean,510667,515440,534733,553301,528535.25
E02000765,Redbridge 015,2017,Mean,412893,413406,433660,423066,420756.25
E02000767,Redbridge 017,2017,Mean,393041,402281,398507,378875,393176
E02000768,Redbridge 018,2017,Mean,760995,756880,748185,750103,754040.75
E02000769,Redbridge 019,2017,Mean,328301,330602,329676,329167,329436.5
E02000770,Redbridge 020,2017,Mean,349994,372430,388254,381164,372960.5
E02000772,Redbridge 022,2017,Mean,359708,370818,367225,397081,373708
E02000773,Redbridge 023,2017,Mean,357111,361587,382950,404199,376461.75
E02000774,Redbridge 024,2017,Mean,363749,375363,393801,380894,378451.75
E02000776,Redbridge 026,2017,Mean,416067,407118,435787,414673,418411.25
E02000777,Redbridge 027,2017,Mean,599870,575539,632697,650690,614699
E02000779,Redbridge 029,2017,Mean,290932,301602,288250,275135,288979.75
E02000780,Redbridge 030,2017,Mean,303201,307025,320280,329499,315001.25
E02000781,Redbridge 031,2017,Mean,422462,419546,416662,407411,416520.25
E02000782,Redbridge 032,2017,Mean,300538,306679,305566,311039,305955.5
E02000783,Redbridge 033,2017,Mean,325698,320774,328234,325391,325024.25
E02006800,Redbridge 034,2017,Mean,346355,342515,343242,365741,349463.25
E02006924,Redbridge 035,2017,Mean,397243,408422,432495,467232,426348
E02006925,Redbridge 036,2017,Mean,491015,511040,518654,516819,509382
E02000784,Richmond upon Thames 001,2017,Mean,1433595,1400240,1426592,1438492,1424729.75
E02000785,Richmond upon Thames 002,2017,Mean,985697,935701,968888,961564,962962.5
E02000786,Richmond upon Thames 003,2017,Mean,1061683,1045971,992283,1008301,1027059.5
E02000787,Richmond upon Thames 004,2017,Mean,655307,681616,693173,688833,679732.25
E02000788,Richmond upon Thames 005,2017,Mean,928638,911380,928125,898566,916677.25
E02000789,Richmond upon Thames 006,2017,Mean,895303,902274,953258,925072,918976.75
E02000790,Richmond upon Thames 007,2017,Mean,916454,881943,828894,850128,869354.75
E02000791,Richmond upon Thames 008,2017,Mean,1247035,1312403,1309625,1347449,1304128
E02000792,Richmond upon Thames 009,2017,Mean,883622,868203,899013,916674,891878
E02000793,Richmond upon Thames 010,2017,Mean,472774,481648,464527,480477,474856.5
E02000794,Richmond upon Thames 011,2017,Mean,650322,720142,770950,789340,732688.5
E02000795,Richmond upon Thames 012,2017,Mean,1365694,1359648,1318531,1275063,1329734
E02000796,Richmond upon Thames 013,2017,Mean,486114,484601,504443,510379,496384.25
E02000797,Richmond upon Thames 014,2017,Mean,634935,640586,622324,695397,648310.5
E02000798,Richmond upon Thames 015,2017,Mean,553822,573051,570006,569291,566542.5
E02000799,Richmond upon Thames 016,2017,Mean,653609,663614,694838,714977,681759.5
E02000800,Richmond upon Thames 017,2017,Mean,551917,567233,597377,617742,583567.25
E02000801,Richmond upon Thames 018,2017,Mean,725795,722191,714975,700082,715760.75
E02000802,Richmond upon Thames 019,2017,Mean,665049,661855,649777,644888,655392.25
E02000803,Richmond upon Thames 020,2017,Mean,484071,491469,500265,502830,494658.75
E02000804,Richmond upon Thames 021,2017,Mean,669424,680389,699320,753860,700748.25
E02000805,Richmond upon Thames 022,2017,Mean,706593,725548,766377,756766,738821
E02000806,Richmond upon Thames 023,2017,Mean,629514,671276,668903,694450,666035.75
E02000807,Southwark 001,2017,Mean,546951,547132,564967,561712,555190.5
E02000808,Southwark 002,2017,Mean,1363874,1159075,1084706,943121,1137694
E02000809,Southwark 003,2017,Mean,1246615,1285525,1296285,1276460,1276221.25
E02000810,Southwark 004,2017,Mean,438919,475810,494498,522568,482948.75
E02000812,Southwark 006,2017,Mean,710315,704997,667947,644461,681930
E02000813,Southwark 007,2017,Mean,472419,506254,553505,537293,517367.75
E02000814,Southwark 008,2017,Mean,533583,548839,564972,578298,556423
E02000815,Southwark 009,2017,Mean,527404,567677,544679,555093,548713.25
E02000816,Southwark 010,2017,Mean,420717,429792,437440,414990,425734.75
E02000817,Southwark 011,2017,Mean,434150,424066,409526,415813,420888.75
E02000818,Southwark 012,2017,Mean,563240,535587,545881,541164,546468
E02000819,Southwark 013,2017,Mean,438964,436604,414936,410771,425318.75
E02000820,Southwark 014,2017,Mean,490313,548527,576726,579680,548811.5
E02000821,Southwark 015,2017,Mean,466438,526184,533944,539165,516432.75
E02000822,Southwark 016,2017,Mean,478350,472792,455126,459622,466472.5
E02000823,Southwark 017,2017,Mean,567003,585413,564030,526937,560845.75
E02000824,Southwark 018,2017,Mean,343095,338084,449778,461577,398133.5
E02000825,Southwark 019,2017,Mean,331578,324543,347190,345618,337232.25
E02000826,Southwark 020,2017,Mean,436297,415615,406165,413943,418005
E02000827,Southwark 021,2017,Mean,470707,480837,496073,478881,481624.5
E02000828,Southwark 022,2017,Mean,457609,455855,422339,417049,438213
E02000829,Southwark 023,2017,Mean,495254,526093,518563,525712,516405.5
E02000830,Southwark 024,2017,Mean,648568,641973,652954,654467,649490.5
E02000831,Southwark 025,2017,Mean,648050,621113,646438,652009,641902.5
E02000832,Southwark 026,2017,Mean,521493,524767,525086,535003,526587.25
E02000833,Southwark 027,2017,Mean,439942,450742,448421,461403,450127
E02000834,Southwark 028,2017,Mean,651729,636485,650017,656597,648707
E02000835,Southwark 029,2017,Mean,549488,544683,633089,631836,589774
E02000836,Southwark 030,2017,Mean,726071,694963,756784,736581,728599.75
E02000837,Southwark 031,2017,Mean,1312302,1373558,1272867,1247404,1301532.75
E02000838,Southwark 032,2017,Mean,578026,587145,582212,598611,586498.5
E02000839,Southwark 033,2017,Mean,621265,680896,678555,672787,663375.75
E02006802,Southwark 034,2017,Mean,627072,635944,760427,762157,696400
E02000840,Sutton 001,2017,Mean,312817,324214,327031,328365,323106.75
E02000841,Sutton 002,2017,Mean,326048,327825,322297,322521,324672.75
E02000842,Sutton 003,2017,Mean,409112,406813,413271,427920,414279
E02000843,Sutton 004,2017,Mean,322821,326036,322118,321545,323130
E02000844,Sutton 005,2017,Mean,345523,341121,342202,344090,343234
E02000845,Sutton 006,2017,Mean,439024,437001,437238,440584,438461.75
E02000846,Sutton 007,2017,Mean,376733,376948,369852,409465,383249.5
E02000847,Sutton 008,2017,Mean,406243,445595,464673,471476,446996.75
E02000848,Sutton 009,2017,Mean,406630,440624,448045,451043,436585.5
E02000849,Sutton 010,2017,Mean,358066,364277,375403,385809,370888.75
E02000850,Sutton 011,2017,Mean,365304,369651,376468,393909,376333
E02000851,Sutton 012,2017,Mean,316421,326188,320284,327601,322623.5
E02000852,Sutton 013,2017,Mean,385487,384000,384096,395008,387147.75
E02000853,Sutton 014,2017,Mean,379299,383826,386604,391408,385284.25
E02000854,Sutton 015,2017,Mean,446016,449688,449607,446776,448021.75
E02000855,Sutton 016,2017,Mean,541828,520301,526438,532185,530188
E02000856,Sutton 017,2017,Mean,364066,368704,363174,353191,362283.75
E02000857,Sutton 018,2017,Mean,334610,337173,327637,327170,331647.5
E02000858,Sutton 019,2017,Mean,302973,299045,307180,344072,313317.5
E02000859,Sutton 020,2017,Mean,388943,386026,425838,436533,409335
E02000860,Sutton 021,2017,Mean,310328,309053,307816,297290,306121.75
E02000861,Sutton 022,2017,Mean,641290,630702,683156,674166,657328.5
E02000863,Sutton 024,2017,Mean,501253,513642,503796,510226,507229.25
E02006836,Sutton 025,2017,Mean,689384,677905,673139,601047,660368.75
E02000864,Tower Hamlets 001,2017,Mean,425986,431855,427039,439787,431166.75
E02000865,Tower Hamlets 002,2017,Mean,476378,458871,500970,516280,488124.75
E02000866,Tower Hamlets 003,2017,Mean,692228,746792,719616,710919,717388.75
E02000867,Tower Hamlets 004,2017,Mean,458037,450475,466981,475993,462871.5
E02000868,Tower Hamlets 005,2017,Mean,580490,590887,575896,574401,580418.5
E02000869,Tower Hamlets 006,2017,Mean,634216,669670,719429,751367,693670.5
E02000870,Tower Hamlets 007,2017,Mean,518115,534369,535805,533147,530359
E02000871,Tower Hamlets 008,2017,Mean,385416,387440,382896,358379,378532.75
E02000872,Tower Hamlets 009,2017,Mean,683464,681725,663504,647303,668999
E02000873,Tower Hamlets 010,2017,Mean,548117,549657,532682,530116,540143
E02000874,Tower Hamlets 011,2017,Mean,555166,571659,543404,492133,540590.5
E02000875,Tower Hamlets 012,2017,Mean,422267,412561,401255,385839,405480.5
E02000876,Tower Hamlets 013,2017,Mean,478841,438342,443862,448195,452310
E02000877,Tower Hamlets 014,2017,Mean,435655,430913,441327,458755,441662.5
E02000878,Tower Hamlets 015,2017,Mean,687512,728927,679016,694224,697419.75
E02000879,Tower Hamlets 016,2017,Mean,439466,445836,475621,514644,468891.75
E02000880,Tower Hamlets 017,2017,Mean,535337,495658,513408,487155,507889.5
E02000881,Tower Hamlets 018,2017,Mean,361644,376473,382613,393525,378563.75
E02000882,Tower Hamlets 019,2017,Mean,416547,411178,422267,403994,413496.5
E02000883,Tower Hamlets 020,2017,Mean,370452,375151,370901,364709,370303.25
E02000884,Tower Hamlets 021,2017,Mean,761054,708578,763682,783834,754287
E02000885,Tower Hamlets 022,2017,Mean,373838,359144,380652,382452,374021.5
E02000886,Tower Hamlets 023,2017,Mean,471818,459026,472370,480915,471032.25
E02000887,Tower Hamlets 024,2017,Mean,373121,370518,378630,384642,376727.75
E02000888,Tower Hamlets 025,2017,Mean,597691,595281,556989,525505,568866.5
E02000889,Tower Hamlets 026,2017,Mean,615514,702731,771699,830314,730064.5
E02000890,Tower Hamlets 027,2017,Mean,947157,907415,950667,920539,931444.5
E02000891,Tower Hamlets 028,2017,Mean,536151,560876,593632,578100,567189.75
E02000893,Tower Hamlets 030,2017,Mean,571019,536066,499098,511136,529329.75
E02000894,Tower Hamlets 031,2017,Mean,456014,484252,488694,486223,478795.75
E02006853,Tower Hamlets 032,2017,Mean,501669,541517,493847,490520,506888.25
E02006854,Tower Hamlets 033,2017,Mean,585837,575229,591498,579342,582976.5
E02000895,Waltham Forest 001,2017,Mean,427082,431371,434089,424443,429246.25
E02000896,Waltham Forest 002,2017,Mean,463841,475268,509178,520791,492269.5
E02000897,Waltham Forest 003,2017,Mean,417309,417979,428738,430727,423688.25
E02000898,Waltham Forest 004,2017,Mean,432352,437409,441948,433543,436313
E02000899,Waltham Forest 005,2017,Mean,406037,400745,407484,421778,409011
E02000900,Waltham Forest 006,2017,Mean,370240,368803,358533,361939,364878.75
E02000901,Waltham Forest 007,2017,Mean,491399,497362,517887,527700,508587
E02000902,Waltham Forest 008,2017,Mean,373163,382713,381788,360931,374648.75
E02000903,Waltham Forest 009,2017,Mean,425967,423878,437455,440179,431869.75
E02000904,Waltham Forest 010,2017,Mean,443089,462459,481732,470859,464534.75
E02000905,Waltham Forest 011,2017,Mean,505809,509243,530755,529197,518751
E02000906,Waltham Forest 012,2017,Mean,445334,462248,462765,477239,461896.5
E02000907,Waltham Forest 013,2017,Mean,439871,460426,448169,475123,455897.25
E02000908,Waltham Forest 014,2017,Mean,389205,395365,417434,426998,407250.5
E02000909,Waltham Forest 015,2017,Mean,494251,508319,530684,558658,522978
E02000910,Waltham Forest 016,2017,Mean,503162,507518,525436,536663,518194.75
E02000911,Waltham Forest 017,2017,Mean,457260,453226,463114,451980,456395
E02000912,Waltham Forest 018,2017,Mean,467897,466435,471020,475666,470254.5
E02000913,Waltham Forest 019,2017,Mean,522435,489274,470962,483058,491432.25
E02000914,Waltham Forest 020,2017,Mean,417191,427868,448645,444810,434628.5
E02000915,Waltham Forest 021,2017,Mean,462322,472193,489331,484240,477021.5
E02000916,Waltham Forest 022,2017,Mean,376021,375231,381395,388758,380351.25
E02000917,Waltham Forest 023,2017,Mean,411562,424198,438748,448434,430735.5
E02000918,Waltham Forest 024,2017,Mean,461514,467976,494676,503802,481992
E02000919,Waltham Forest 025,2017,Mean,473119,477590,482844,501442,483748.75
E02000920,Waltham Forest 026,2017,Mean,422093,425939,426339,416006,422594.25
E02000921,Waltham Forest 027,2017,Mean,415831,408820,419161,408234,413011.5
E02000922,Waltham Forest 028,2017,Mean,425848,436498,427964,421225,427883.75
E02000923,Wandsworth 001,2017,Mean,1022686,979854,1036826,1018048,1014353.5
E02000924,Wandsworth 002,2017,Mean,1023231,1115004,1037346,1033788,1052342.25
E02000925,Wandsworth 003,2017,Mean,780466,723002,733100,866917,775871.25
E02000926,Wandsworth 004,2017,Mean,814511,818142,783680,805805,805534.5
E02000927,Wandsworth 005,2017,Mean,701454,712011,706308,700369,705035.5
E02000928,Wandsworth 006,2017,Mean,1022814,996144,1043407,1021049,1020853.5
E02000929,Wandsworth 007,2017,Mean,492349,514169,511640,501634,504948
E02000930,Wandsworth 008,2017,Mean,829672,832485,794479,802483,814779.75
E02000931,Wandsworth 009,2017,Mean,928447,954635,942063,927633,938194.5
E02000932,Wandsworth 010,2017,Mean,727873,740532,738645,735072,735530.5
E02000933,Wandsworth 011,2017,Mean,803052,818804,797489,716987,784083
E02000934,Wandsworth 012,2017,Mean,728498,788487,789935,810803,779430.75
E02000935,Wandsworth 013,2017,Mean,1177303,1334936,429842,594783,884216
E02000936,Wandsworth 014,2017,Mean,643724,601497,591066,570358,601661.25
E02000937,Wandsworth 015,2017,Mean,1175400,1172891,1265421,1251906,1216404.5
E02000938,Wandsworth 016,2017,Mean,730311,777963,760124,775742,761035
E02000939,Wandsworth 017,2017,Mean,1431081,1302477,1387708,1371103,1373092.25
E02000940,Wandsworth 018,2017,Mean,476090,478219,486048,498022,484594.75
E02000941,Wandsworth 019,2017,Mean,822305,895850,859009,849421,856646.25
E02000942,Wandsworth 020,2017,Mean,822148,868296,859807,870050,855075.25
E02000943,Wandsworth 021,2017,Mean,781270,774659,786256,774520,779176.25
E02000944,Wandsworth 022,2017,Mean,434371,413412,437827,456577,435546.75
E02000945,Wandsworth 023,2017,Mean,402860,438011,478666,495010,453636.75
E02000946,Wandsworth 024,2017,Mean,661029,666018,670309,628381,656434.25
E02000947,Wandsworth 025,2017,Mean,741522,725459,705987,691353,716080.25
E02000948,Wandsworth 026,2017,Mean,659562,657016,689726,678798,671275.5
E02000949,Wandsworth 027,2017,Mean,814116,833408,865729,928102,860338.75
E02000950,Wandsworth 028,2017,Mean,570762,617139,581768,597727,591849
E02000951,Wandsworth 029,2017,Mean,749092,751733,716498,666341,720916
E02000952,Wandsworth 030,2017,Mean,843501,832259,898486,829436,850920.5
E02000953,Wandsworth 031,2017,Mean,653874,679298,674908,667307,668846.75
E02000954,Wandsworth 032,2017,Mean,714547,728112,706248,688583,709372.5
E02000955,Wandsworth 033,2017,Mean,590259,601200,579426,571150,585508.75
E02000956,Wandsworth 034,2017,Mean,511085,523569,505413,500363,510107.5
E02000957,Wandsworth 035,2017,Mean,540015,543291,558300,566043,551912.25
E02000958,Wandsworth 036,2017,Mean,645968,682993,682656,685273,674222.5
E02000959,Wandsworth 037,2017,Mean,463742,474041,465098,463540,466605.25
E02000960,Westminster 001,2017,Mean,1584358,1600264,1643834,1626454,1613727.5
E02000961,Westminster 002,2017,Mean,1454683,1701649,2001467,2159199,1829249.5
E02000962,Westminster 003,2017,Mean,1522429,1354656,1337404,1432348,1411709.25
E02000963,Westminster 004,2017,Mean,679879,658000,656209,647064,660288
E02000964,Westminster 005,2017,Mean,578197,585031,590105,595148,587120.25
E02000965,Westminster 006,2017,Mean,853821,835536,821660,817171,832047
E02000966,Westminster 007,2017,Mean,1433316,1642691,1475544,1518582,1517533.25
E02000967,Westminster 008,2017,Mean,1366607,1524877,1532312,2577950,1750436.5
E02000968,Westminster 009,2017,Mean,664588,646907,648371,617655,644380.25
E02000969,Westminster 010,2017,Mean,770085,739603,711867,692677,728558
E02000970,Westminster 011,2017,Mean,3225984,2963052,3229615,3097344,3128998.75
E02000971,Westminster 012,2017,Mean,1227208,1226054,1331979,1335951,1280298
E02000972,Westminster 013,2017,Mean,2248920,2006459,2280205,2380234,2228954.5
E02000973,Westminster 014,2017,Mean,1270349,1390777,1420187,1422876,1376047.25
E02000974,Westminster 015,2017,Mean,1551054,1464942,1441173,1599149,1514079.5
E02000975,Westminster 016,2017,Mean,1329003,1500730,1627175,1607179,1516021.75
E02000976,Westminster 017,2017,Mean,1096577,1076869,1108437,1179615,1115374.5
E02000977,Westminster 018,2017,Mean,2280446,2384349,2302112,2416267,2345793.5
E02000978,Westminster 019,2017,Mean,3626242,4630831,4721014,4416659,4348686.5
E02000979,Westminster 020,2017,Mean,1607030,1555604,1484524,1545453,1548152.75
E02000980,Westminster 021,2017,Mean,1929733,1914024,1704358,1329539,1719413.5
E02000981,Westminster 022,2017,Mean,1051979,1096755,1051687,966280,1041675.25
E02000982,Westminster 023,2017,Mean,1336237,1304542,1187581,1059011,1221842.75
E02000983,Westminster 024,2017,Mean,888736,892655,966369,951300,924765
