MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS
E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,"8653","8581","72",55.1000,"3269",2.6000,3
E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,"9636","9535","101",58.5000,"2939",3.2000,2
E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,"6663","6271","392",3.2000,"2462",2.5000,4
E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,"8826","8822","4",21.7000,"3142",2.8000,2
E02000526,Hounslow 001,E09000018,Hounslow,E12000007,London,"8378","8292","86",90.7000,"3536",2.3000,2
E02000528,Hounslow 003,E09000018,Hounslow,E12000007,London,"10614","10603","11",45.7000,"4770",2.2000,7
E02000529,Hounslow 004,E09000018,Hounslow,E12000007,London,"8448","8448","0",71.5000,"2776",3.0000,4
E02000530,Hounslow 005,E09000018,Hounslow,E12000007,London,"6837","6836","1",25.1000,"2314",3.0000,1
E02000531,Hounslow 006,E09000018,Hounslow,E12000007,London,"10337","9472","865",40.4000,"4269",2.2000,3
E02000532,Hounslow 007,E09000018,Hounslow,E12000007,London,"9160","9149","11",40.0000,"4001",2.3000,4
E02000533,Hounslow 008,E09000018,Hounslow,E12000007,London,"8406","8406","0",79.0000,"3835",2.2000,5
E02000534,Hounslow 009,E09000018,Hounslow,E12000007,London,"8044","8029","15",16.5000,"2917",2.8000,1
E02000535,Hounslow 010,E09000018,Hounslow,E12000007,London,"9291","9287","4",60.0000,"2852",3.3000,3
E02000536,Hounslow 011,E09000018,Hounslow,E12000007,London,"9269","9189","80",57.7000,"2925",3.1000,4
E02000537,Hounslow 012,E09000018,Hounslow,E12000007,London,"8620","8612","8",45.7000,"2841",3.0000,2
E02000538,Hounslow 013,E09000018,Hounslow,E12000007,London,"8680","8680","0",36.8000,"2648",3.3000,3
E02000539,Hounslow 014,E09000018,Hounslow,E12000007,London,"10752","10662","90",65.3000,"4299",2.5000,9
E02000540,Hounslow 015,E09000018,Hounslow,E12000007,London,"9246","9211","35",73.7000,"3564",2.6000,3
E02000541,Hounslow 016,E09000018,Hounslow,E12000007,London,"8875","8866","9",84.2000,"2846",3.1000,2
E02000542,Hounslow 017,E09000018,Hounslow,E12000007,London,"9396","9298","98",89.8000,"3166",2.9000,4
E02000543,Hounslow 018,E09000018,Hounslow,E12000007,London,"11713","11652","61",102.3000,"4170",2.8000,2
E02000544,Hounslow 019,E09000018,Hounslow,E12000007,London,"8199","8199","0",59.2000,"2793",2.9000,2
E02000545,Hounslow 020,E09000018,Hounslow,E12000007,London,"8181","8137","44",62.2000,"3299",2.5000,2
E02000546,Hounslow 021,E09000018,Hounslow,E12000007,London,"9750","9568","182",39.6000,"3018",3.2000,3
E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,"9360","9360","0",28.7000,"3547",2.6000,5
E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,"9103","9085","18",25.8000,"3539",2.6000,1
E02000549,Hounslow 024,E09000018,Hounslow,E12000007,London,"11017","10865","152",44.9000,"3937",2.8000,6
E02000550,Hounslow 025,E09000018,Hounslow,E12000007,London,"10403","10403","0",110.1000,"3840",2.7000,2
E02000551,Hounslow 026,E09000018,Hounslow,E12000007,London,"8614","8614","0",40.5000,"3294",2.6000,3
E02000552,Hounslow 027,E09000018,Hounslow,E12000007,London,"8266","8098","168",27.0000,"3266",2.5000,5
E02000553,Hounslow 028,E09000018,Hounslow,E12000007,London,"6605","6605","0",26.2000,"2605",2.5000,3
E02000554,Islington 001,E09000019,Islington,E12000007,London,"9182","9132","50",144.1000,"4226",2.2000,4
E02000555,Islington 002,E09000019,Islington,E12000007,London,"9408","9355","53",157.8000,"3986",2.3000,2
E02000556,Islington 003,E09000019,Islington,E12000007,London,"10008","9990","18",153.7000,"4561",2.2000,3
E02000557,Islington 004,E09000019,Islington,E12000007,London,"8124","8066","58",114.7000,"3929",2.1000,6
E02000558,Islington 005,E09000019,Islington,E12000007,London,"8870","8693","177",184.3000,"3780",2.3000,1
E02000559,Islington 006,E09000019,Islington,E12000007,London,"8778","8778","0",152.2000,"3882",2.3000,4
E02000560,Islington 007,E09000019,Islington,E12000007,London,"7076","6888","188",140.6000,"3177",2.2000,3
E02000561,Islington 008,E09000019,Islington,E12000007,London,"7746","7632","114",126.3000,"3413",2.2000,1
E02000562,Islington 009,E09000019,Islington,E12000007,London,"7934","7814","120",122.4000,"3594",2.2000,3
E02000563,Islington 010,E09000019,Islington,E12000007,London,"8486","8028","458",146.4000,"3652",2.2000,3
E02000564,Islington 011,E09000019,Islington,E12000007,London,"10488","10465","23",129.9000,"5004",2.1000,1
E02000565,Islington 012,E09000019,Islington,E12000007,London,"8187","7974","213",159.7000,"3610",2.2000,4
E02000566,Islington 013,E09000019,Islington,E12000007,London,"8164","8164","0",116.6000,"3662",2.2000,5
E02000567,Islington 014,E09000019,Islington,E12000007,London,"10358","10358","0",155.9000,"4937",2.1000,2
E02000568,Islington 015,E09000019,Islington,E12000007,London,"9625","8661","964",106.6000,"4063",2.1000,1
E02000569,Islington 016,E09000019,Islington,E12000007,London,"10022","10015","7",143.1000,"4745",2.1000,4
E02000570,Islington 017,E09000019,Islington,E12000007,London,"8615","8595","20",143.3000,"4119",2.1000,1
E02000571,Islington 018,E09000019,Islington,E12000007,London,"8031","7998","33",161.3000,"3777",2.1000,3
E02000572,Islington 019,E09000019,Islington,E12000007,London,"8571","8108","463",186.9000,"3490",2.3000,6
E02000573,Islington 020,E09000019,Islington,E12000007,London,"8674","8507","167",119.6000,"4204",2.0000,2
E02000574,Islington 021,E09000019,Islington,E12000007,London,"8501","7708","793",139.8000,"3840",2.0000,2
E02000575,Islington 022,E09000019,Islington,E12000007,London,"11889","10418","1471",127.9000,"5583",1.9000,6
E02000576,Islington 023,E09000019,Islington,E12000007,London,"9388","8787","601",124.2000,"4322",2.0000,4
E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea,E12000007,London,"7199","7195","4",82.6000,"3163",2.3000,11
E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,E12000007,London,"5798","5706","92",112.9000,"2454",2.3000,4
E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,E12000007,London,"8616","8570","46",141.1000,"4013",2.1000,6
E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea,E12000007,London,"8655","8619","36",218.5000,"4517",1.9000,4
E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea,E12000007,London,"7298","7292","6",169.2000,"3311",2.2000,7
E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea,E12000007,London,"7659","7317","342",157.0000,"3946",1.9000,6
E02000583,Kensington and Chelsea 007,E09000020,Kensington and Chelsea,E12000007,London,"7303","7290","13",126.9000,"3496",2.1000,4
E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea,E12000007,London,"8178","7952","226",89.7000,"3922",2.0000,6
E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea,E12000007,London,"8384","8361","23",92.4000,"3919",2.1000,2
E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,E12000007,London,"7769","7566","203",147.9000,"3729",2.0000,5
E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,E12000007,London,"7523","7488","35",144.0000,"3536",2.1000,1
E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,E12000007,London,"8159","8158","1",106.4000,"4458",1.8000,10
E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea,E12000007,London,"8444","8138","306",227.7000,"4422",1.8000,1
E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,E12000007,London,"7015","7010","5",152.3000,"3890",1.8000,2
E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea,E12000007,London,"6769","6648","121",187.6000,"3589",1.9000,2
E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,E12000007,London,"6761","6724","37",119.2000,"3583",1.9000,11
E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,E12000007,London,"7624","7601","23",153.0000,"4067",1.9000,2
E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,E12000007,London,"7252","6958","294",93.7000,"3710",1.9000,2
E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,E12000007,London,"7331","7107","224",115.4000,"3747",1.9000,5
E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,E12000007,London,"7782","7119","663",142.1000,"3605",2.0000,3
E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,E12000007,London,"7130","7120","10",180.5000,"3459",2.1000,3
E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,E12000007,London,"7837","7837","0",58.9000,"3001",2.6000,3
E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,E12000007,London,"7270","6688","582",17.5000,"2368",2.8000,8
E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,E12000007,London,"8225","8084","141",74.4000,"3354",2.4000,5
E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,E12000007,London,"10409","10277","132",97.2000,"4245",2.4000,3
E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,E12000007,London,"9390","9213","177",87.1000,"3997",2.3000,5
E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,E12000007,London,"7860","7809","51",59.4000,"2798",2.8000,1
E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,E12000007,London,"8586","8558","28",56.0000,"3343",2.6000,3
E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,E12000007,London,"7863","7782","81",54.7000,"3013",2.6000,3
E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,E12000007,London,"10107","9827","280",67.5000,"4799",2.0000,3
E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,E12000007,London,"6829","6117","712",47.4000,"2497",2.4000,0
E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,E12000007,London,"6993","6104","889",85.2000,"3182",1.9000,3
E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,E12000007,London,"7437","7380","57",50.4000,"2741",2.7000,4
E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,E12000007,London,"7629","7441","188",68.6000,"3785",2.0000,2
E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,E12000007,London,"7313","7313","0",40.6000,"2649",2.8000,3
E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,E12000007,London,"8028","7936","92",42.5000,"3051",2.6000,2
E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,E12000007,London,"7841","7660","181",65.2000,"3174",2.4000,7
E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,E12000007,London,"8404","8359","45",28.5000,"3072",2.7000,1
E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,E12000007,London,"7471","7471","0",45.7000,"2916",2.6000,3
E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,E12000007,London,"6031","6013","18",46.0000,"2363",2.5000,1
E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,E12000007,London,"8537","8489","48",12.1000,"3291",2.6000,4
E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,"8054","7987","67",146.9000,"3743",2.1000,2
E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,"9370","9350","20",129.0000,"4398",2.1000,2
E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,"10429","10271","158",143.1000,"5083",2.0000,8
E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,"8094","8031","63",104.0000,"3482",2.3000,2
E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,"7990","7979","11",174.2000,"3409",2.3000,2
E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,"7976","7933","43",138.6000,"3500",2.3000,6
E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,"8361","8310","51",150.6000,"3383",2.5000,1
E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,"8301","8256","45",149.4000,"3443",2.4000,1
E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,"9571","9496","75",181.9000,"4042",2.3000,3
E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,"9731","9676","55",148.4000,"3972",2.4000,2
E02000629,Lambeth 012,E09000022,Lambeth,E12000007,London,"9033","9004","29",140.8000,"3973",2.3000,0
E02000630,Lambeth 013,E09000022,Lambeth,E12000007,London,"7266","7265","1",107.1000,"3336",2.2000,3
E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,"8832","8798","34",83.0000,"3723",2.4000,3
E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,"9516","9484","32",180.2000,"4148",2.3000,1
E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,"8642","8581","61",136.9000,"3872",2.2000,3
E02000634,Lambeth 017,E09000022,Lambeth,E12000007,London,"6846","6740","106",131.4000,"3021",2.2000,3
E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,"9157","9138","19",73.7000,"4066",2.2000,2
E02000636,Lambeth 019,E09000022,Lambeth,E12000007,London,"7639","7613","26",82.7000,"3076",2.5000,2
E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,"8687","8637","50",148.7000,"3935",2.2000,3
E02000638,Lambeth 021,E09000022,Lambeth,E12000007,London,"9898","9509","389",144.5000,"4104",2.3000,5
E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,"8119","8090","29",139.0000,"3398",2.4000,1
E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,"9123","9110","13",111.5000,"3785",2.4000,9
E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,"8779","8638","141",143.9000,"3442",2.5000,4
E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,"9628","9617","11",88.8000,"4162",2.3000,3
E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,"8369","8347","22",119.4000,"3589",2.3000,1
E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,"8620","8524","96",95.3000,"3565",2.4000,3
E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,"9020","8992","28",79.6000,"3870",2.3000,4
E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,"9121","8983","138",96.2000,"3842",2.3000,2
E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,"8483","8325","158",87.7000,"3444",2.4000,1
E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,"7791","7683","108",110.6000,"3232",2.4000,5
E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,"11181","10973","208",108.0000,"4887",2.2000,3
E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,"7424","7424","0",96.2000,"3233",2.3000,1
E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,"8591","8456","135",76.7000,"3492",2.4000,1
E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,"7363","7324","39",107.1000,"2527",2.9000,2
E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,"8544","8525","19",126.3000,"3547",2.4000,4
E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,"8059","8055","4",85.2000,"3336",2.4000,2
E02000655,Lewisham 003,E09000023,Lewisham,E12000007,London,"8208","7887","321",83.9000,"3366",2.3000,1
E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,"9078","8566","512",103.9000,"3776",2.3000,4
E02000658,Lewisham 006,E09000023,Lewisham,E12000007,London,"8314","8295","19",107.4000,"3538",2.3000,2
E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,"7697","7611","86",75.0000,"3284",2.3000,4
E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,"8078","7945","133",99.4000,"3659",2.2000,3
E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,"6342","6275","67",49.3000,"3139",2.0000,4
E02000662,Lewisham 010,E09000023,Lewisham,E12000007,London,"8100","8093","7",105.2000,"3317",2.4000,5
E02000663,Lewisham 011,E09000023,Lewisham,E12000007,London,"7194","7186","8",109.6000,"2903",2.5000,0
E02000664,Lewisham 012,E09000023,Lewisham,E12000007,London,"9928","9797","131",70.2000,"4452",2.2000,5
E02000665,Lewisham 013,E09000023,Lewisham,E12000007,London,"7916","7907","9",98.9000,"3504",2.3000,3
E02000666,Lewisham 014,E09000023,Lewisham,E12000007,London,"7321","7214","107",76.9000,"2859",2.5000,2
E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,"6534","6526","8",89.8000,"2595",2.5000,4
E02000668,Lewisham 016,E09000023,Lewisham,E12000007,London,"6657","6647","10",66.0000,"2816",2.4000,3
E02000669,Lewisham 017,E09000023,Lewisham,E12000007,London,"7518","7403","115",117.0000,"3270",2.3000,1
E02000670,Lewisham 018,E09000023,Lewisham,E12000007,London,"6539","6522","17",105.2000,"2748",2.4000,0
E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,"8403","8375","28",84.5000,"3668",2.3000,4
E02000672,Lewisham 020,E09000023,Lewisham,E12000007,London,"8377","8206","171",72.3000,"3509",2.3000,4
E02000673,Lewisham 021,E09000023,Lewisham,E12000007,London,"8007","7988","19",75.5000,"3490",2.3000,2
E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,"8015","7944","71",98.0000,"3020",2.6000,2
E02000675,Lewisham 023,E09000023,Lewisham,E12000007,London,"8204","8165","39",57.2000,"3419",2.4000,2
E02000676,Lewisham 024,E09000023,Lewisham,E12000007,London,"7713","7694","19",103.4000,"3252",2.4000,2
E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,"7199","7103","96",68.5000,"2692",2.6000,4
E02000678,Lewisham 026,E09000023,Lewisham,E12000007,London,"6087","6087","0",58.9000,"2432",2.5000,2
E02000679,Lewisham 027,E09000023,Lewisham,E12000007,London,"7905","7867","38",84.2000,"3455",2.3000,4
E02000680,Lewisham 028,E09000023,Lewisham,E12000007,London,"6847","6750","97",89.2000,"3016",2.2000,5
E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,"8094","8094","0",59.8000,"3268",2.5000,5
E02000682,Lewisham 030,E09000023,Lewisham,E12000007,London,"8162","8147","15",68.6000,"3095",2.6000,4
E02000683,Lewisham 031,E09000023,Lewisham,E12000007,London,"6444","6443","1",67.2000,"2763",2.3000,1
E02000685,Lewisham 033,E09000023,Lewisham,E12000007,London,"7679","7584","95",79.4000,"3357",2.3000,4
E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,"6681","6672","9",38.6000,"2839",2.4000,6
E02000687,Lewisham 035,E09000023,Lewisham,E12000007,London,"7926","7828","98",102.0000,"3436",2.3000,2
E02000689,Merton 001,E09000024,Merton,E12000007,London,"8258","8239","19",42.4000,"3230",2.6000,1
E02000690,Merton 002,E09000024,Merton,E12000007,London,"5656","5527","129",10.5000,"2300",2.4000,5
E02000691,Merton 003,E09000024,Merton,E12000007,London,"7334","7168","166",79.0000,"2968",2.4000,3
E02000692,Merton 004,E09000024,Merton,E12000007,London,"7662","7567","95",67.0000,"3686",2.1000,6
E02000693,Merton 005,E09000024,Merton,E12000007,London,"9173","8935","238",87.6000,"3973",2.2000,2
E02000694,Merton 006,E09000024,Merton,E12000007,London,"8730","8714","16",112.8000,"3828",2.3000,2
E02000695,Merton 007,E09000024,Merton,E12000007,London,"8287","8269","18",102.8000,"2813",2.9000,2
E02000696,Merton 008,E09000024,Merton,E12000007,London,"8072","8072","0",108.9000,"3185",2.5000,0
E02000697,Merton 009,E09000024,Merton,E12000007,London,"8217","8134","83",70.9000,"3577",2.3000,4
E02000698,Merton 010,E09000024,Merton,E12000007,London,"7816","7699","117",44.5000,"3146",2.4000,7
E02000699,Merton 011,E09000024,Merton,E12000007,London,"7689","7666","23",82.6000,"3205",2.4000,2
E02000700,Merton 012,E09000024,Merton,E12000007,London,"8290","8290","0",89.9000,"3367",2.5000,2
E02000701,Merton 013,E09000024,Merton,E12000007,London,"8416","8410","6",88.0000,"3006",2.8000,4
E02000702,Merton 014,E09000024,Merton,E12000007,London,"7638","7626","12",49.0000,"2964",2.6000,2
E02000703,Merton 015,E09000024,Merton,E12000007,London,"7825","7825","0",53.1000,"2961",2.6000,5
E02000704,Merton 016,E09000024,Merton,E12000007,London,"7742","7633","109",46.3000,"3409",2.2000,3
E02000705,Merton 017,E09000024,Merton,E12000007,London,"8124","8083","41",65.4000,"2836",2.9000,2
E02000706,Merton 018,E09000024,Merton,E12000007,London,"8605","8605","0",95.1000,"3259",2.6000,6
E02000707,Merton 019,E09000024,Merton,E12000007,London,"7486","7482","4",64.6000,"2683",2.8000,3
E02000708,Merton 020,E09000024,Merton,E12000007,London,"8286","8262","24",50.3000,"3011",2.7000,3
E02000709,Merton 021,E09000024,Merton,E12000007,London,"7701","7681","20",44.9000,"2874",2.7000,2
E02000710,Merton 022,E09000024,Merton,E12000007,London,"8329","8062","267",25.8000,"3208",2.5000,6
E02000711,Merton 023,E09000024,Merton,E12000007,London,"8158","8133","25",61.3000,"3140",2.6000,5
E02000712,Merton 024,E09000024,Merton,E12000007,London,"8709","8681","28",53.4000,"3328",2.6000,3
E02000713,Merton 025,E09000024,Merton,E12000007,London,"7490","7454","36",48.8000,"2800",2.7000,2
E02000714,Newham 001,E09000025,Newham,E12000007,London,"8133","8131","2",148.0000,"2733",3.0000,3
E02000715,Newham 002,E09000025,Newham,E12000007,London,"7381","7311","70",172.9000,"2234",3.3000,3
E02000716,Newham 003,E09000025,Newham,E12000007,London,"7354","7239","115",47.0000,"2320",3.1000,0
E02000717,Newham 004,E09000025,Newham,E12000007,London,"8101","8101","0",162.4000,"2400",3.4000,6
E02000718,Newham 005,E09000025,Newham,E12000007,London,"6844","6840","4",109.5000,"2210",3.1000,1
E02000719,Newham 006,E09000025,Newham,E12000007,London,"8216","8141","75",118.3000,"2937",2.8000,7
E02000720,Newham 007,E09000025,Newham,E12000007,London,"7483","7469","14",142.6000,"2220",3.4000,3
E02000721,Newham 008,E09000025,Newham,E12000007,London,"9665","9398","267",163.9000,"2737",3.4000,4
E02000722,Newham 009,E09000025,Newham,E12000007,London,"8226","8085","141",181.9000,"2943",2.7000,3
E02000723,Newham 010,E09000025,Newham,E12000007,London,"10600","10591","9",149.3000,"2737",3.9000,3
E02000724,Newham 011,E09000025,Newham,E12000007,London,"9415","9349","66",189.4000,"2434",3.8000,4
E02000725,Newham 012,E09000025,Newham,E12000007,London,"8876","8773","103",111.9000,"3671",2.4000,9
E02000726,Newham 013,E09000025,Newham,E12000007,London,"8892","8874","18",26.2000,"3666",2.4000,4
E02000727,Newham 014,E09000025,Newham,E12000007,London,"8305","8301","4",210.4000,"2251",3.7000,3
E02000728,Newham 015,E09000025,Newham,E12000007,London,"8227","8227","0",125.5000,"2237",3.7000,1
E02000729,Newham 016,E09000025,Newham,E12000007,London,"7080","7062","18",100.5000,"2207",3.2000,1
E02000730,Newham 017,E09000025,Newham,E12000007,London,"8992","8956","36",178.6000,"2443",3.7000,4
E02000731,Newham 018,E09000025,Newham,E12000007,London,"10073","10073","0",173.4000,"2825",3.6000,2
E02000732,Newham 019,E09000025,Newham,E12000007,London,"7566","7560","6",171.4000,"2326",3.3000,2
E02000733,Newham 020,E09000025,Newham,E12000007,London,"9754","9752","2",131.8000,"3465",2.8000,4
E02000734,Newham 021,E09000025,Newham,E12000007,London,"7642","7640","2",200.9000,"2672",2.9000,1
E02000735,Newham 022,E09000025,Newham,E12000007,London,"7582","7547","35",138.3000,"2355",3.2000,3
E02000736,Newham 023,E09000025,Newham,E12000007,London,"8571","8531","40",68.3000,"2574",3.3000,2
E02000737,Newham 024,E09000025,Newham,E12000007,London,"9434","9434","0",112.2000,"3068",3.1000,4
E02000738,Newham 025,E09000025,Newham,E12000007,London,"8467","8466","1",184.3000,"2563",3.3000,1
E02000739,Newham 026,E09000025,Newham,E12000007,London,"6894","6880","14",152.1000,"2286",3.0000,2
E02000740,Newham 027,E09000025,Newham,E12000007,London,"6779","6768","11",53.7000,"2556",2.6000,3
E02000741,Newham 028,E09000025,Newham,E12000007,London,"8261","8223","38",109.3000,"2767",3.0000,3
E02000742,Newham 029,E09000025,Newham,E12000007,London,"8005","7952","53",101.2000,"2498",3.2000,2
E02000743,Newham 030,E09000025,Newham,E12000007,London,"7866","7830","36",125.4000,"2893",2.7000,4
E02000744,Newham 031,E09000025,Newham,E12000007,London,"8029","8025","4",134.2000,"2942",2.7000,3
E02000745,Newham 032,E09000025,Newham,E12000007,London,"8141","8135","6",112.5000,"2782",2.9000,0
E02000746,Newham 033,E09000025,Newham,E12000007,London,"7382","6908","474",17.5000,"2574",2.7000,2
E02000747,Newham 034,E09000025,Newham,E12000007,London,"10646","10630","16",56.1000,"4371",2.4000,3
E02000748,Newham 035,E09000025,Newham,E12000007,London,"6240","5954","286",46.9000,"2230",2.7000,3
E02000749,Newham 036,E09000025,Newham,E12000007,London,"8183","8183","0",57.7000,"3022",2.7000,5
E02000750,Newham 037,E09000025,Newham,E12000007,London,"10679","10670","9",32.3000,"4370",2.4000,3
E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"10422","10265","157",33.9000,"4277",2.4000,7
E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,"6815","6815","0",14.0000,"2864",2.4000,3
E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,"6138","6088","50",81.0000,"2420",2.5000,1
E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,"6440","6440","0",52.2000,"2607",2.5000,0
E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,"5218","5211","7",38.8000,"2151",2.4000,2
E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"12630","12625","5",35.1000,"4966",2.5000,4
E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"11516","11474","42",77.2000,"4969",2.3000,6
E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,"5953","5953","0",51.9000,"2159",2.8000,3
E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"12044","12020","24",51.4000,"4703",2.6000,3
E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,"6957","6915","42",67.0000,"2613",2.6000,3
E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,"6290","6273","17",78.7000,"2087",3.0000,1
E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,"6928","6910","18",9.0000,"2385",2.9000,3
E02000764,Redbridge 014,E09000026,Redbridge,E12000007,London,"11865","11690","175",59.8000,"5435",2.2000,4
E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,"6319","6313","6",86.9000,"2190",2.9000,2
E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,"7616","7475","141",86.8000,"2620",2.9000,2
E02000768,Redbridge 018,E09000026,Redbridge,E12000007,London,"5660","5660","0",33.3000,"2240",2.5000,2
E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"14257","14146","111",94.1000,"5160",2.7000,5
E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,"7562","7542","20",64.9000,"2425",3.1000,2
E02000772,Redbridge 022,E09000026,Redbridge,E12000007,London,"7946","7783","163",56.6000,"2565",3.0000,6
E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,"9198","9193","5",96.6000,"2819",3.3000,3
E02000774,Redbridge 024,E09000026,Redbridge,E12000007,London,"7218","7180","38",106.3000,"2208",3.3000,2
E02000776,Redbridge 026,E09000026,Redbridge,E12000007,London,"6372","6338","34",106.1000,"2031",3.1000,8
E02000777,Redbridge 027,E09000026,Redbridge,E12000007,London,"5883","5852","31",16.8000,"2365",2.5000,1
