MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS,nums,CC_w_MSOA
E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,8474,8474,0,106.5,3532,2.4,509.01,86,5.91872093
E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,10296,10296,0,81.3,4777,2.2,860.19,154,5.585649351
E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,8781,8760,21,81.7,3872,2.3,633.17,119,5.320756303
E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,9105,9040,65,116,4325,2.1,827.69,144,5.747847222
E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,6850,5946,904,48,2468,2.4,412.26,82,5.027560976
E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,8330,8252,78,92.4,4057,2,612.74,113,5.422477876
E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,7724,7711,13,62.6,3130,2.5,569.02,99,5.747676768
E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,9546,9271,275,54.2,4032,2.3,1006.91,195,5.163641026
E02000939,Wandsworth 017,E09000032,Wandsworth,E12000007,London,7968,7760,208,109.4,2915,2.7,499.32,86,5.806046512
E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,7835,7814,21,111.8,3494,2.2,537.06,97,5.536701031
E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,9941,9841,100,93.7,4125,2.4,648.82,116,5.593275862
E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,9665,9633,32,95.6,3794,2.5,591.22,109,5.424036697
E02000943,Wandsworth 021,E09000032,Wandsworth,E12000007,London,8402,8388,14,119.1,3708,2.3,569.84,99,5.755959596
E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,7206,6923,283,123,2856,2.4,586.17,111,5.280810811
E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,7620,7044,576,34.5,2764,2.5,630.04,126,5.00031746
E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,8795,7621,1174,82.5,3172,2.4,582.37,106,5.494056604
E02000948,Wandsworth 026,E09000032,Wandsworth,E12000007,London,9877,9818,59,74.4,4493,2.2,486.77,87,5.595057471
E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,9805,9525,280,70.1,4072,2.3,757.04,136,5.566470588
E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,7578,7541,37,88.2,3233,2.3,694.94,134,5.186119403
E02000951,Wandsworth 029,E09000032,Wandsworth,E12000007,London,6650,6522,128,135.3,2946,2.2,330.76,59,5.606101695
E02000952,Wandsworth 030,E09000032,Wandsworth,E12000007,London,6257,6205,52,112,2644,2.3,234.15,42,5.575
E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,7084,6758,326,102.9,3113,2.2,509.85,95,5.366842105
E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,6429,6426,3,142.8,2299,2.8,312.38,57,5.480350877
E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,6714,6712,2,119.7,2527,2.7,237.88,44,5.406363636
E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,7705,7664,41,89.9,3066,2.5,385.1,74,5.204054054
E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,10589,10496,93,142.4,4238,2.5,600.6,113,5.315044248
E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,8271,8065,206,92.8,2973,2.7,506.28,95,5.329263158
E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,7233,7151,82,138.5,2980,2.4,298.62,56,5.3325
E02000960,Westminster 001,E09000033,Westminster,E12000007,London,6620,6499,121,71.8,3055,2.1,418.64,71,5.896338028
E02000961,Westminster 002,E09000033,Westminster,E12000007,London,9442,9380,62,116.2,4064,2.3,431.99,74,5.837702703
E02000962,Westminster 003,E09000033,Westminster,E12000007,London,8624,8614,10,124.3,4424,1.9,495.54,83,5.970361446
E02000963,Westminster 004,E09000033,Westminster,E12000007,London,10363,10303,60,212.9,4141,2.5,433.34,76,5.701842105
E02000964,Westminster 005,E09000033,Westminster,E12000007,London,12549,12458,91,246.7,5638,2.2,547.2,95,5.76
E02000965,Westminster 006,E09000033,Westminster,E12000007,London,8627,8604,23,175.6,3981,2.2,227.94,39,5.844615385
E02000966,Westminster 007,E09000033,Westminster,E12000007,London,9708,9661,47,173.3,4714,2,539.72,91,5.930989011
E02000967,Westminster 008,E09000033,Westminster,E12000007,London,7289,7093,196,51.5,3653,1.9,550.82,90,6.120222222
E02000968,Westminster 009,E09000033,Westminster,E12000007,London,14358,14199,159,235.9,5713,2.5,760.96,126,6.039365079
E02000969,Westminster 010,E09000033,Westminster,E12000007,London,9329,9060,269,171.8,3719,2.4,452.94,77,5.882337662
E02000970,Westminster 011,E09000033,Westminster,E12000007,London,8983,8916,67,82.9,4874,1.8,1533.47424,248,6.183363871
E02000971,Westminster 012,E09000033,Westminster,E12000007,London,8408,8191,217,155.5,4354,1.9,949.67,153,6.206993464
E02000972,Westminster 013,E09000033,Westminster,E12000007,London,8333,7617,716,64.5,4503,1.7,1974.97,314,6.289713376
E02000973,Westminster 014,E09000033,Westminster,E12000007,London,10090,10031,59,186,5312,1.9,557.29,94,5.928617021
E02000974,Westminster 015,E09000033,Westminster,E12000007,London,8794,8448,346,127.6,4380,1.9,1125.09,183,6.148032787
E02000975,Westminster 016,E09000033,Westminster,E12000007,London,8757,8391,366,180.8,4621,1.8,648.01,107,6.056168224
E02000976,Westminster 017,E09000033,Westminster,E12000007,London,9946,9766,180,215.4,5041,1.9,580.64,97,5.985979381
E02000977,Westminster 018,E09000033,Westminster,E12000007,London,7490,6719,771,29.8,3895,1.7,2796.51,444,6.298445946
E02000978,Westminster 019,E09000033,Westminster,E12000007,London,9270,7862,1408,25.8,3882,2,1764.25,284,6.212147887
E02000979,Westminster 020,E09000033,Westminster,E12000007,London,8081,7317,764,58.1,3892,1.9,1391.29,218,6.38206422
E02000980,Westminster 021,E09000033,Westminster,E12000007,London,8684,8626,58,193.7,4498,1.9,534.26,84,6.360238095
E02000981,Westminster 022,E09000033,Westminster,E12000007,London,8991,8866,125,247.2,4853,1.8,609.5,97,6.283505155
E02000982,Westminster 023,E09000033,Westminster,E12000007,London,8226,8198,28,126,4143,2,656.54,105,6.252761905
E02000983,Westminster 024,E09000033,Westminster,E12000007,London,8434,8389,45,223.4,4422,1.9,383.54,61,6.287540984
E02006782,Bromley 040,E09000006,Bromley,E12000007,London,7648,7565,83,29.4,3091,2.4,618.74,134,4.617462687
E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,7208,7208,0,76.8,2893,2.5,395.08,83,4.76
E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,7359,7358,1,51,3168,2.3,606.81,128,4.740703125
E02006785,Bexley 029,E09000004,Bexley,E12000007,London,6384,6384,0,46.9,2567,2.5,564.41,132,4.275833333
E02006786,Greenwich 033,E09000011,Greenwich,E12000007,London,6894,6894,0,55.4,2599,2.7,385.25,91,4.233516484
E02006787,Bromley 041,E09000006,Bromley,E12000007,London,7594,7575,19,50.4,3034,2.5,559.27,120,4.660583333
E02006788,Croydon 045,E09000008,Croydon,E12000007,London,7520,7520,0,54,2903,2.6,460.79,101,4.562277228
E02006789,Bromley 042,E09000006,Bromley,E12000007,London,6428,6415,13,2.9,2662,2.4,494.57,153,3.23248366
E02006791,Ealing 040,E09000009,Ealing,E12000007,London,6711,6711,0,97.9,3068,2.2,543.16,104,5.222692308
E02006792,Hounslow 029,E09000018,Hounslow,E12000007,London,8393,8335,58,57.9,4035,2.1,851.95,164,5.194817073
E02006793,Enfield 037,E09000010,Enfield,E12000007,London,8908,8825,83,89.9,3356,2.6,626.61,132,4.747045455
E02006794,Haringey 037,E09000014,Haringey,E12000007,London,7306,7277,29,105.4,2911,2.5,584.65,119,4.91302521
E02006795,Harrow 032,E09000015,Harrow,E12000007,London,8124,8108,16,84.1,2639,3.1,227,60,3.783333333
E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,8438,8404,34,19.6,3321,2.5,882.85,237,3.725105485
E02006798,Lewisham 039,E09000023,Lewisham,E12000007,London,7548,7375,173,91.9,3210,2.3,1216.54,211,5.765592417
E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,E12000007,London,9756,9695,61,83.8,3624,2.7,596.94,153,3.901568627
E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,13069,13014,55,79.4,4170,3.1,660.53,163,4.052331288
E02006801,Lambeth 036,E09000022,Lambeth,E12000007,London,8081,7557,524,70.8,3840,2,1121.74,174,6.446781609
E02006802,Southwark 034,E09000028,Southwark,E12000007,London,7689,6391,1298,111.5,2867,2.2,938.58,146,6.428630137
E02006836,Sutton 025,E09000029,Sutton,E12000007,London,8270,8062,208,24.8,3195,2.5,682.18,178,3.83247191
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,E12000007,London,7064,7063,1,141.4,3320,2.1,150.59,28,5.378214286
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets,E12000007,London,5883,5883,0,64.4,2991,2,588.49,104,5.658557692
E02006882,Harrow 033,E09000015,Harrow,E12000007,London,14174,14103,71,66.6,4342,3.2,487.99,116,4.206810345
E02006918,Hackney 028,E09000012,Hackney,E12000007,London,7611,7611,0,146.7,3113,2.4,383.86,70,5.483714286
E02006921,Hackney 029,E09000012,Hackney,E12000007,London,7744,7739,5,171,2909,2.7,276.21,50,5.5242
E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,12780,12623,157,53.1,4020,3.1,655.3,149,4.397986577
E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,13241,13241,0,53.1,4102,3.2,669.85,153,4.378104575
E02006927,Greenwich 034,E09000011,Greenwich,E12000007,London,8315,8241,74,33,3338,2.5,1265.38,251,5.041354582
E02006928,Greenwich 035,E09000011,Greenwich,E12000007,London,7341,6410,931,136,2977,2.2,753.74,133,5.667218045
E02006929,Greenwich 036,E09000011,Greenwich,E12000007,London,7490,7489,1,29.4,3333,2.2,1444.8,271,5.331365314
E02006930,Greenwich 037,E09000011,Greenwich,E12000007,London,6561,6557,4,75.6,2876,2.3,1007.72,186,5.417849462
E02006931,Greenwich 038,E09000011,Greenwich,E12000007,London,9186,8973,213,46.1,4113,2.2,1216.34,217,5.605253456
