MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS,nums,CC_w_MSOA
E02000472,Havering 009,E09000016,Havering,E12000007,London,8989,8954,35,58.5,3544,2.5,371.2,111,3.344144144
E02000473,Havering 010,E09000016,Havering,E12000007,London,9588,9555,33,33.6,3841,2.5,637.57,210,3.036047619
E02000474,Havering 011,E09000016,Havering,E12000007,London,8343,8297,46,37.8,3514,2.4,539.23,157,3.434585987
E02000475,Havering 012,E09000016,Havering,E12000007,London,9196,9107,89,32.8,3933,2.3,490.59,154,3.185649351
E02000476,Havering 013,E09000016,Havering,E12000007,London,8414,8330,84,53.7,4023,2.1,800.57,238,3.363739496
E02000477,Havering 014,E09000016,Havering,E12000007,London,9360,9347,13,53.5,3725,2.5,404.65,126,3.211507937
E02000478,Havering 015,E09000016,Havering,E12000007,London,5885,5811,74,23.6,2156,2.7,494.88,163,3.03607362
E02000479,Havering 016,E09000016,Havering,E12000007,London,8134,8022,112,59.2,3529,2.3,624.54,187,3.339786096
E02000480,Havering 017,E09000016,Havering,E12000007,London,9795,9676,119,29,3872,2.5,704.2,201,3.503482587
E02000481,Havering 018,E09000016,Havering,E12000007,London,7793,7672,121,6.4,3254,2.4,453.35572,168,2.698545952
E02000482,Havering 019,E09000016,Havering,E12000007,London,6396,6374,22,22.6,2546,2.5,319.86,112,2.855892857
E02000483,Havering 020,E09000016,Havering,E12000007,London,7614,7562,52,47.5,3423,2.2,500.89,159,3.150251572
E02000484,Havering 021,E09000016,Havering,E12000007,London,8199,8187,12,44.3,3180,2.6,655.54,200,3.2777
E02000485,Havering 022,E09000016,Havering,E12000007,London,7986,7956,30,38.1,3375,2.4,421.01,139,3.028848921
E02000486,Havering 023,E09000016,Havering,E12000007,London,7366,7300,66,57.8,3039,2.4,307.28,97,3.167835052
E02000487,Havering 024,E09000016,Havering,E12000007,London,7843,7748,95,6.1,2970,2.6,362.91,125,2.90328
E02000488,Havering 025,E09000016,Havering,E12000007,London,7431,7431,0,40.6,2967,2.5,600.38,191,3.143350785
E02000489,Havering 026,E09000016,Havering,E12000007,London,7884,7884,0,30.3,3155,2.5,510.73,156,3.273910256
E02000490,Havering 027,E09000016,Havering,E12000007,London,7828,7828,0,38.2,3169,2.5,602.73,180,3.3485
E02000491,Havering 028,E09000016,Havering,E12000007,London,8826,8774,52,18.4,3603,2.4,914.06,262,3.488778626
E02000492,Havering 029,E09000016,Havering,E12000007,London,6272,6247,25,4.5,2524,2.5,734.240312,231,3.178529489
E02000493,Havering 030,E09000016,Havering,E12000007,London,6210,6210,0,48.2,2471,2.5,408.97,124,3.298145161
E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,7479,7388,91,12,3115,2.4,671.88,211,3.184265403
E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,9473,9348,125,34.7,4141,2.3,671.08,203,3.305812808
E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,7399,7181,218,4.9,3008,2.4,560.64,196,2.860408163
E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,8529,8468,61,31.6,3440,2.5,784.94,228,3.442719298
E02000498,Hillingdon 005,E09000017,Hillingdon,E12000007,London,6020,6020,0,19.2,2561,2.4,616.66,188,3.280106383
E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,7765,7765,0,48.3,3001,2.6,444.43,124,3.584112903
E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,7714,7664,50,26.6,3093,2.5,619.76,181,3.424088398
E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,8247,8197,50,57.4,3163,2.6,499.76,141,3.544397163
E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,7613,7512,101,18.3,3097,2.4,601.93,177,3.400734463
E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,8986,8560,426,65.1,3235,2.6,345.13,96,3.595104167
E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,7382,7359,23,24.1,2891,2.5,593.16,183,3.241311475
E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,7541,7455,86,13.7,2725,2.7,716.21,220,3.2555
E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,7943,7943,0,29.5,2756,2.9,206.58,62,3.331935484
E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,9184,7014,2170,33.4,3075,2.3,983.73,305,3.225344262
E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,9823,7651,2172,48.8,3112,2.5,703.62,224,3.141160714
E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,8634,8554,80,40.5,3196,2.7,643.99,193,3.336735751
E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,9426,9357,69,39.5,3211,2.9,471.48,132,3.571818182
E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,8001,7989,12,56.8,2968,2.7,603.77,176,3.430511364
E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,8980,8967,13,61,3234,2.8,613.78,164,3.742560976
E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,10439,10388,51,33.1,4303,2.4,723.26,227,3.186167401
E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,8269,8263,6,50,2764,3,911.58,240,3.79825
E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,8626,8570,56,55.8,2917,2.9,628.69,178,3.531966292
E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,8606,8593,13,34.1,3099,2.8,729.25,221,3.299773756
E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,8658,8645,13,47.7,2890,3,780.1,208,3.750480769
E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,11251,11068,183,25.8,3645,3,987.05,272,3.628860294
E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,9912,9904,8,40.4,3397,2.9,795.53,240,3.314708333
E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,8653,8581,72,55.1,3269,2.6,551.7,173,3.189017341
E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,9636,9535,101,58.5,2939,3.2,620.23,172,3.605988372
E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,6663,6271,392,3.2,2462,2.5,1701.977143,532,3.199205156
E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,8826,8822,4,21.7,3142,2.8,874.48,246,3.554796748
E02000526,Hounslow 001,E09000018,Hounslow,E12000007,London,8378,8292,86,90.7,3536,2.3,633.16,118,5.365762712
E02000528,Hounslow 003,E09000018,Hounslow,E12000007,London,10614,10603,11,45.7,4770,2.2,954.6,196,4.870408163
E02000529,Hounslow 004,E09000018,Hounslow,E12000007,London,8448,8448,0,71.5,2776,3,412.25,103,4.002427184
E02000530,Hounslow 005,E09000018,Hounslow,E12000007,London,6837,6836,1,25.1,2314,3,412.22,109,3.781834862
E02000531,Hounslow 006,E09000018,Hounslow,E12000007,London,10337,9472,865,40.4,4269,2.2,841.76,180,4.676444444
E02000532,Hounslow 007,E09000018,Hounslow,E12000007,London,9160,9149,11,40,4001,2.3,896.88,174,5.154482759
E02000533,Hounslow 008,E09000018,Hounslow,E12000007,London,8406,8406,0,79,3835,2.2,655.31,130,5.040846154
E02000534,Hounslow 009,E09000018,Hounslow,E12000007,London,8044,8029,15,16.5,2917,2.8,670.6,152,4.411842105
E02000535,Hounslow 010,E09000018,Hounslow,E12000007,London,9291,9287,4,60,2852,3.3,521.21,134,3.889626866
E02000536,Hounslow 011,E09000018,Hounslow,E12000007,London,9269,9189,80,57.7,2925,3.1,596.45,147,4.057482993
E02000537,Hounslow 012,E09000018,Hounslow,E12000007,London,8620,8612,8,45.7,2841,3,531.27,126,4.216428571
E02000538,Hounslow 013,E09000018,Hounslow,E12000007,London,8680,8680,0,36.8,2648,3.3,521.62,138,3.779855072
E02000539,Hounslow 014,E09000018,Hounslow,E12000007,London,10752,10662,90,65.3,4299,2.5,883.66,199,4.440502513
E02000540,Hounslow 015,E09000018,Hounslow,E12000007,London,9246,9211,35,73.7,3564,2.6,642.77,151,4.256754967
E02000541,Hounslow 016,E09000018,Hounslow,E12000007,London,8875,8866,9,84.2,2846,3.1,469.9,121,3.883471074
E02000542,Hounslow 017,E09000018,Hounslow,E12000007,London,9396,9298,98,89.8,3166,2.9,698.34,174,4.013448276
E02000543,Hounslow 018,E09000018,Hounslow,E12000007,London,11713,11652,61,102.3,4170,2.8,631.63,154,4.101493506
E02000544,Hounslow 019,E09000018,Hounslow,E12000007,London,8199,8199,0,59.2,2793,2.9,518.62,124,4.182419355
E02000545,Hounslow 020,E09000018,Hounslow,E12000007,London,8181,8137,44,62.2,3299,2.5,636.21,146,4.35760274
E02000546,Hounslow 021,E09000018,Hounslow,E12000007,London,9750,9568,182,39.6,3018,3.2,540.48,138,3.916521739
E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,9360,9360,0,28.7,3547,2.6,752.13,207,3.633478261
E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,9103,9085,18,25.8,3539,2.6,721.15,208,3.467067308
E02000549,Hounslow 024,E09000018,Hounslow,E12000007,London,11017,10865,152,44.9,3937,2.8,594.32,160,3.7145
E02000550,Hounslow 025,E09000018,Hounslow,E12000007,London,10403,10403,0,110.1,3840,2.7,700.39,197,3.555279188
E02000551,Hounslow 026,E09000018,Hounslow,E12000007,London,8614,8614,0,40.5,3294,2.6,781.19,208,3.755721154
E02000552,Hounslow 027,E09000018,Hounslow,E12000007,London,8266,8098,168,27,3266,2.5,649.43,186,3.49155914
E02000553,Hounslow 028,E09000018,Hounslow,E12000007,London,6605,6605,0,26.2,2605,2.5,627.29,171,3.668362573
E02000554,Islington 001,E09000019,Islington,E12000007,London,9182,9132,50,144.1,4226,2.2,536.92,97,5.535257732
E02000555,Islington 002,E09000019,Islington,E12000007,London,9408,9355,53,157.8,3986,2.3,568.7,102,5.575490196
E02000556,Islington 003,E09000019,Islington,E12000007,London,10008,9990,18,153.7,4561,2.2,527.53,94,5.612021277
E02000557,Islington 004,E09000019,Islington,E12000007,London,8124,8066,58,114.7,3929,2.1,449.33,79,5.687721519
E02000558,Islington 005,E09000019,Islington,E12000007,London,8870,8693,177,184.3,3780,2.3,453.53,81,5.599135802
E02000559,Islington 006,E09000019,Islington,E12000007,London,8778,8778,0,152.2,3882,2.3,351.45,62,5.668548387
E02000560,Islington 007,E09000019,Islington,E12000007,London,7076,6888,188,140.6,3177,2.2,351.13,61,5.756229508
E02000561,Islington 008,E09000019,Islington,E12000007,London,7746,7632,114,126.3,3413,2.2,292.78,51,5.740784314
E02000562,Islington 009,E09000019,Islington,E12000007,London,7934,7814,120,122.4,3594,2.2,420.74,73,5.763561644
E02000563,Islington 010,E09000019,Islington,E12000007,London,8486,8028,458,146.4,3652,2.2,303.24,52,5.831538462
E02000564,Islington 011,E09000019,Islington,E12000007,London,10488,10465,23,129.9,5004,2.1,586.43,100,5.8643
E02000565,Islington 012,E09000019,Islington,E12000007,London,8187,7974,213,159.7,3610,2.2,347.01,59,5.881525424
E02000566,Islington 013,E09000019,Islington,E12000007,London,8164,8164,0,116.6,3662,2.2,513.97,87,5.907701149
E02000567,Islington 014,E09000019,Islington,E12000007,London,10358,10358,0,155.9,4937,2.1,511.12,86,5.943255814
E02000568,Islington 015,E09000019,Islington,E12000007,London,9625,8661,964,106.6,4063,2.1,706.98,119,5.941008403
E02000569,Islington 016,E09000019,Islington,E12000007,London,10022,10015,7,143.1,4745,2.1,740.98,123,6.024227642
E02000570,Islington 017,E09000019,Islington,E12000007,London,8615,8595,20,143.3,4119,2.1,629.99,105,5.999904762
E02000571,Islington 018,E09000019,Islington,E12000007,London,8031,7998,33,161.3,3777,2.1,637.03,106,6.009716981
E02000572,Islington 019,E09000019,Islington,E12000007,London,8571,8108,463,186.9,3490,2.3,472.73,77,6.139350649
E02000573,Islington 020,E09000019,Islington,E12000007,London,8674,8507,167,119.6,4204,2,715.29,117,6.113589744
E02000574,Islington 021,E09000019,Islington,E12000007,London,8501,7708,793,139.8,3840,2,777.13,125,6.21704
E02000575,Islington 022,E09000019,Islington,E12000007,London,11889,10418,1471,127.9,5583,1.9,1317.21,212,6.213254717
E02000576,Islington 023,E09000019,Islington,E12000007,London,9388,8787,601,124.2,4322,2,845.7269,140,6.040906429
E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea,E12000007,London,7199,7195,4,82.6,3163,2.3,503.877,90,5.598633333
E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,E12000007,London,5798,5706,92,112.9,2454,2.3,271.72,48,5.660833333
E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,E12000007,London,8616,8570,46,141.1,4013,2.1,563.82,99,5.695151515
E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea,E12000007,London,8655,8619,36,218.5,4517,1.9,403.75,69,5.851449275
E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea,E12000007,London,7298,7292,6,169.2,3311,2.2,431.95,75,5.759333333
E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea,E12000007,London,7659,7317,342,157,3946,1.9,459.71,77,5.97025974
E02000583,Kensington and Chelsea 007,E09000020,Kensington and Chelsea,E12000007,London,7303,7290,13,126.9,3496,2.1,621.28,106,5.861132075
E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea,E12000007,London,8178,7952,226,89.7,3922,2,696.8,116,6.006896552
E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea,E12000007,London,8384,8361,23,92.4,3919,2.1,486.54,83,5.861927711
E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,E12000007,London,7769,7566,203,147.9,3729,2,662.52,110,6.022909091
E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,E12000007,London,7523,7488,35,144,3536,2.1,612.34,103,5.945048544
E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,E12000007,London,8159,8158,1,106.4,4458,1.8,1215.65,196,6.202295918
E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea,E12000007,London,8444,8138,306,227.7,4422,1.8,438.39,73,6.005342466
E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,E12000007,London,7015,7010,5,152.3,3890,1.8,646.4,105,6.156190476
E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea,E12000007,London,6769,6648,121,187.6,3589,1.9,366.14,62,5.905483871
E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,E12000007,London,6761,6724,37,119.2,3583,1.9,696.45,115,6.056086957
E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,E12000007,London,7624,7601,23,153,4067,1.9,358.45,60,5.974166667
E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,E12000007,London,7252,6958,294,93.7,3710,1.9,731.96,119,6.15092437
E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,E12000007,London,7331,7107,224,115.4,3747,1.9,573.7,94,6.103191489
E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,E12000007,London,7782,7119,663,142.1,3605,2,500.54,83,6.03060241
E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,E12000007,London,7130,7120,10,180.5,3459,2.1,426.67,71,6.00943662
E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,E12000007,London,7837,7837,0,58.9,3001,2.6,749.39,175,4.282228571
E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,E12000007,London,7270,6688,582,17.5,2368,2.8,866.72,191,4.537801047
E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,E12000007,London,8225,8084,141,74.4,3354,2.4,694.56,156,4.452307692
E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,E12000007,London,10409,10277,132,97.2,4245,2.4,538.98,125,4.31184
E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,E12000007,London,9390,9213,177,87.1,3997,2.3,685.3,161,4.256521739
E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,E12000007,London,7860,7809,51,59.4,2798,2.8,564.31,131,4.307709924
E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,E12000007,London,8586,8558,28,56,3343,2.6,497.12,115,4.322782609
E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,E12000007,London,7863,7782,81,54.7,3013,2.6,577.86,135,4.280444444
E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,E12000007,London,10107,9827,280,67.5,4799,2,766.36244,189,4.054827725
E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,E12000007,London,6829,6117,712,47.4,2497,2.4,418.94,104,4.028269231
E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,E12000007,London,6993,6104,889,85.2,3182,1.9,380.76,97,3.925360825
E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,E12000007,London,7437,7380,57,50.4,2741,2.7,723.09,171,4.228596491
E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,E12000007,London,7629,7441,188,68.6,3785,2,506.09,130,3.893
E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,E12000007,London,7313,7313,0,40.6,2649,2.8,384.35,97,3.962371134
E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,E12000007,London,8028,7936,92,42.5,3051,2.6,681.32,163,4.179877301
E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,E12000007,London,7841,7660,181,65.2,3174,2.4,451.49,118,3.826186441
E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,E12000007,London,8404,8359,45,28.5,3072,2.7,647.95,168,3.856845238
E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,E12000007,London,7471,7471,0,45.7,2916,2.6,562.75,152,3.702302632
E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,E12000007,London,6031,6013,18,46,2363,2.5,368.47,102,3.61245098
E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,E12000007,London,8537,8489,48,12.1,3291,2.6,720.61,204,3.532401961
E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,8054,7987,67,146.9,3743,2.1,574.55,90,6.383888889
E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,9370,9350,20,129,4398,2.1,720.56,113,6.376637168
E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,10429,10271,158,143.1,5083,2,671.6,108,6.218518519
E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,8094,8031,63,104,3482,2.3,682.12,108,6.315925926
E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,7990,7979,11,174.2,3409,2.3,438.01,71,6.16915493
E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,7976,7933,43,138.6,3500,2.3,623.44,100,6.2344
E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,8361,8310,51,150.6,3383,2.5,470.63,77,6.112077922
E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,8301,8256,45,149.4,3443,2.4,477.93,78,6.127307692
E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,9571,9496,75,181.9,4042,2.3,385.63,63,6.121111111
E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,9731,9676,55,148.4,3972,2.4,626.65,103,6.083980583
E02000629,Lambeth 012,E09000022,Lambeth,E12000007,London,9033,9004,29,140.8,3973,2.3,567.3632,96,5.910033333
E02000630,Lambeth 013,E09000022,Lambeth,E12000007,London,7266,7265,1,107.1,3336,2.2,576.6,96,6.00625
E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,8832,8798,34,83,3723,2.4,551.66,92,5.996304348
E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,9516,9484,32,180.2,4148,2.3,505.41,85,5.946
E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,8642,8581,61,136.9,3872,2.2,654.61,110,5.951
E02000634,Lambeth 017,E09000022,Lambeth,E12000007,London,6846,6740,106,131.4,3021,2.2,544.1,92,5.914130435
E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,9157,9138,19,73.7,4066,2.2,611.04,104,5.875384615
E02000636,Lambeth 019,E09000022,Lambeth,E12000007,London,7639,7613,26,82.7,3076,2.5,478.57,81,5.908271605
E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,8687,8637,50,148.7,3935,2.2,541.88,93,5.826666667
E02000638,Lambeth 021,E09000022,Lambeth,E12000007,London,9898,9509,389,144.5,4104,2.3,631.29,109,5.791651376
E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,8119,8090,29,139,3398,2.4,667.14,115,5.801217391
E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,9123,9110,13,111.5,3785,2.4,716.53,124,5.778467742
E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,8779,8638,141,143.9,3442,2.5,815.22,144,5.66125
E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,9628,9617,11,88.8,4162,2.3,812.19,144,5.640208333
E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,8369,8347,22,119.4,3589,2.3,395.59,70,5.651285714
E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,8620,8524,96,95.3,3565,2.4,526.98,95,5.547157895
E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,9020,8992,28,79.6,3870,2.3,776.4,142,5.467605634
E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,9121,8983,138,96.2,3842,2.3,559.95,101,5.544059406
E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,8483,8325,158,87.7,3444,2.4,648.05,119,5.445798319
E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,7791,7683,108,110.6,3232,2.4,573.11,107,5.356168224
E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,11181,10973,208,108,4887,2.2,452.47,83,5.451445783
E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,7424,7424,0,96.2,3233,2.3,621.73,118,5.268898305
E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,8591,8456,135,76.7,3492,2.4,510.23,97,5.260103093
E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,7363,7324,39,107.1,2527,2.9,422.86,82,5.156829268
E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,8544,8525,19,126.3,3547,2.4,666.95,115,5.799565217
E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,8059,8055,4,85.2,3336,2.4,844,147,5.741496599
E02000655,Lewisham 003,E09000023,Lewisham,E12000007,London,8208,7887,321,83.9,3366,2.3,946.35,161,5.877950311
E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,9078,8566,512,103.9,3776,2.3,660.27,115,5.741478261
E02000658,Lewisham 006,E09000023,Lewisham,E12000007,London,8314,8295,19,107.4,3538,2.3,572.07,97,5.897628866
E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,7697,7611,86,75,3284,2.3,772.96,142,5.443380282
E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,8078,7945,133,99.4,3659,2.2,572.69,101,5.67019802
E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,6342,6275,67,49.3,3139,2,788.55,148,5.328040541
E02000662,Lewisham 010,E09000023,Lewisham,E12000007,London,8100,8093,7,105.2,3317,2.4,467.902,84,5.570261905
E02000663,Lewisham 011,E09000023,Lewisham,E12000007,London,7194,7186,8,109.6,2903,2.5,353.41,64,5.52203125
E02000664,Lewisham 012,E09000023,Lewisham,E12000007,London,9928,9797,131,70.2,4452,2.2,952.84,176,5.413863636
E02000665,Lewisham 013,E09000023,Lewisham,E12000007,London,7916,7907,9,98.9,3504,2.3,636.57,122,5.217786885
E02000666,Lewisham 014,E09000023,Lewisham,E12000007,London,7321,7214,107,76.9,2859,2.5,524.9,96,5.467708333
E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,6534,6526,8,89.8,2595,2.5,394.06,72,5.473055556
E02000668,Lewisham 016,E09000023,Lewisham,E12000007,London,6657,6647,10,66,2816,2.4,526.1,103,5.10776699
E02000669,Lewisham 017,E09000023,Lewisham,E12000007,London,7518,7403,115,117,3270,2.3,462.3,89,5.194382022
E02000670,Lewisham 018,E09000023,Lewisham,E12000007,London,6539,6522,17,105.2,2748,2.4,275.64,53,5.200754717
E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,8403,8375,28,84.5,3668,2.3,589.62,109,5.409357798
E02000672,Lewisham 020,E09000023,Lewisham,E12000007,London,8377,8206,171,72.3,3509,2.3,580,110,5.272727273
E02000673,Lewisham 021,E09000023,Lewisham,E12000007,London,8007,7988,19,75.5,3490,2.3,540.1,98,5.51122449
E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,8015,7944,71,98,3020,2.6,253.26,50,5.0652
E02000675,Lewisham 023,E09000023,Lewisham,E12000007,London,8204,8165,39,57.2,3419,2.4,671.85,137,4.904014599
E02000676,Lewisham 024,E09000023,Lewisham,E12000007,London,7713,7694,19,103.4,3252,2.4,382.5,72,5.3125
E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,7199,7103,96,68.5,2692,2.6,271.39,54,5.025740741
E02000678,Lewisham 026,E09000023,Lewisham,E12000007,London,6087,6087,0,58.9,2432,2.5,364.27,75,4.856933333
E02000679,Lewisham 027,E09000023,Lewisham,E12000007,London,7905,7867,38,84.2,3455,2.3,474.44,90,5.271555556
E02000680,Lewisham 028,E09000023,Lewisham,E12000007,London,6847,6750,97,89.2,3016,2.2,615.92,115,5.355826087
E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,8094,8094,0,59.8,3268,2.5,695.5,136,5.113970588
E02000682,Lewisham 030,E09000023,Lewisham,E12000007,London,8162,8147,15,68.6,3095,2.6,402.23,82,4.905243902
E02000683,Lewisham 031,E09000023,Lewisham,E12000007,London,6444,6443,1,67.2,2763,2.3,517.12,111,4.658738739
E02000685,Lewisham 033,E09000023,Lewisham,E12000007,London,7679,7584,95,79.4,3357,2.3,803.08,153,5.248888889
E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,6681,6672,9,38.6,2839,2.4,687.33,137,5.017007299
E02000687,Lewisham 035,E09000023,Lewisham,E12000007,London,7926,7828,98,102,3436,2.3,597.35,116,5.149568966
E02000689,Merton 001,E09000024,Merton,E12000007,London,8258,8239,19,42.4,3230,2.6,442.06,85,5.200705882
E02000690,Merton 002,E09000024,Merton,E12000007,London,5656,5527,129,10.5,2300,2.4,922.07,187,4.930855615
E02000691,Merton 003,E09000024,Merton,E12000007,London,7334,7168,166,79,2968,2.4,413.58,82,5.043658537
E02000692,Merton 004,E09000024,Merton,E12000007,London,7662,7567,95,67,3686,2.1,680.91,138,4.934130435
E02000693,Merton 005,E09000024,Merton,E12000007,London,9173,8935,238,87.6,3973,2.2,927.88,183,5.070382514
E02000694,Merton 006,E09000024,Merton,E12000007,London,8730,8714,16,112.8,3828,2.3,723.12,144,5.021666667
E02000695,Merton 007,E09000024,Merton,E12000007,London,8287,8269,18,102.8,2813,2.9,433.31,84,5.158452381
E02000696,Merton 008,E09000024,Merton,E12000007,London,8072,8072,0,108.9,3185,2.5,694.99,138,5.03615942
E02000697,Merton 009,E09000024,Merton,E12000007,London,8217,8134,83,70.9,3577,2.3,526.59,107,4.921401869
E02000698,Merton 010,E09000024,Merton,E12000007,London,7816,7699,117,44.5,3146,2.4,462.21,99,4.668787879
E02000699,Merton 011,E09000024,Merton,E12000007,London,7689,7666,23,82.6,3205,2.4,419.04,88,4.761818182
E02000700,Merton 012,E09000024,Merton,E12000007,London,8290,8290,0,89.9,3367,2.5,865.75,175,4.947142857
