MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,x,y
E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,6429,6426,3,142.8,2299,2.8,527871.898,171979.283
E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,6714,6712,2,119.7,2527,2.7,527530.111,171796.159
E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,7705,7664,41,89.9,3066,2.5,526821.949,171480.027
E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,10589,10496,93,142.4,4238,2.5,527726.809,171092.795
E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,8271,8065,206,92.8,2973,2.7,528788.920,171218.931
E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,7233,7151,82,138.5,2980,2.4,529259.050,170993.279
E02000960,Westminster 001,E09000033,Westminster,E12000007,London,6620,6499,121,71.8,3055,2.1,527372.342,183386.528
E02000961,Westminster 002,E09000033,Westminster,E12000007,London,9442,9380,62,116.2,4064,2.3,526065.029,183245.574
E02000962,Westminster 003,E09000033,Westminster,E12000007,London,8624,8614,10,124.3,4424,1.9,526798.838,182761.628
E02000963,Westminster 004,E09000033,Westminster,E12000007,London,10363,10303,60,212.9,4141,2.5,524307.723,182648.274
E02000964,Westminster 005,E09000033,Westminster,E12000007,London,12549,12458,91,246.7,5638,2.2,524873.304,182525.280
E02000965,Westminster 006,E09000033,Westminster,E12000007,London,8627,8604,23,175.6,3981,2.2,525551.161,182464.279
E02000966,Westminster 007,E09000033,Westminster,E12000007,London,9708,9661,47,173.3,4714,2,526150.113,182251.970
E02000967,Westminster 008,E09000033,Westminster,E12000007,London,7289,7093,196,51.5,3653,1.9,527883.157,182546.456
E02000968,Westminster 009,E09000033,Westminster,E12000007,London,14358,14199,159,235.9,5713,2.5,526963.944,182062.901
E02000969,Westminster 010,E09000033,Westminster,E12000007,London,9329,9060,269,171.8,3719,2.4,525455.972,181816.791
E02000970,Westminster 011,E09000033,Westminster,E12000007,London,8983,8916,67,82.9,4874,1.8,528366.143,181393.659
E02000971,Westminster 012,E09000033,Westminster,E12000007,London,8408,8191,217,155.5,4354,1.9,527625.532,181524.750
E02000972,Westminster 013,E09000033,Westminster,E12000007,London,8333,7617,716,64.5,4503,1.7,529180.603,181227.811
E02000973,Westminster 014,E09000033,Westminster,E12000007,London,10090,10031,59,186,5312,1.9,525452.966,181365.857
E02000974,Westminster 015,E09000033,Westminster,E12000007,London,8794,8448,346,127.6,4380,1.9,527027.210,181253.570
E02000975,Westminster 016,E09000033,Westminster,E12000007,London,8757,8391,366,180.8,4621,1.8,526394.606,181127.669
E02000976,Westminster 017,E09000033,Westminster,E12000007,London,9946,9766,180,215.4,5041,1.9,525856.225,180960.184
E02000977,Westminster 018,E09000033,Westminster,E12000007,London,7490,6719,771,29.8,3895,1.7,529630.669,180417.984
E02000978,Westminster 019,E09000033,Westminster,E12000007,London,9270,7862,1408,25.8,3882,2,527332.931,179978.297
E02000979,Westminster 020,E09000033,Westminster,E12000007,London,8081,7317,764,58.1,3892,1.9,529590.987,179421.288
E02000980,Westminster 021,E09000033,Westminster,E12000007,London,8684,8626,58,193.7,4498,1.9,529852.579,178671.753
E02000981,Westminster 022,E09000033,Westminster,E12000007,London,8991,8866,125,247.2,4853,1.8,529122.791,178488.190
E02000982,Westminster 023,E09000033,Westminster,E12000007,London,8226,8198,28,126,4143,2,528658.357,178493.243
E02000983,Westminster 024,E09000033,Westminster,E12000007,London,8434,8389,45,223.4,4422,1.9,529507.328,178129.811
E02006782,Bromley 040,E09000006,Bromley,E12000007,London,7648,7565,83,29.4,3091,2.4,540860.700,170949.706
E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,7208,7208,0,76.8,2893,2.5,539891.040,171785.466
E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,7359,7358,1,51,3168,2.3,538860.536,171123.519
E02006785,Bexley 029,E09000004,Bexley,E12000007,London,6384,6384,0,46.9,2567,2.5,545903.931,176630.774
E02006786,Greenwich 033,E09000011,Greenwich,E12000007,London,6894,6894,0,55.4,2599,2.7,546040.762,177716.690
E02006787,Bromley 041,E09000006,Bromley,E12000007,London,7594,7575,19,50.4,3034,2.5,536417.485,168510.601
E02006788,Croydon 045,E09000008,Croydon,E12000007,London,7520,7520,0,54,2903,2.6,535195.794,167886.802
E02006789,Bromley 042,E09000006,Bromley,E12000007,London,6428,6415,13,2.9,2662,2.4,542781.140,160023.522
E02006791,Ealing 040,E09000009,Ealing,E12000007,London,6711,6711,0,97.9,3068,2.2,520491.527,179151.176
E02006792,Hounslow 029,E09000018,Hounslow,E12000007,London,8393,8335,58,57.9,4035,2.1,520000.054,178611.131
E02006793,Enfield 037,E09000010,Enfield,E12000007,London,8908,8825,83,89.9,3356,2.6,533309.139,192110.693
E02006794,Haringey 037,E09000014,Haringey,E12000007,London,7306,7277,29,105.4,2911,2.5,533814.558,191241.711
E02006795,Harrow 032,E09000015,Harrow,E12000007,London,8124,8108,16,84.1,2639,3.1,512621.281,187029.916
E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,8438,8404,34,19.6,3321,2.5,511141.931,185045.818
E02006798,Lewisham 039,E09000023,Lewisham,E12000007,London,7548,7375,173,91.9,3210,2.3,536776.681,177336.517
E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,E12000007,London,9756,9695,61,83.8,3624,2.7,547548.117,186808.712
E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,13069,13014,55,79.4,4170,3.1,546403.513,186861.539
E02006801,Lambeth 036,E09000022,Lambeth,E12000007,London,8081,7557,524,70.8,3840,2,531004.438,179734.088
E02006802,Southwark 034,E09000028,Southwark,E12000007,London,7689,6391,1298,111.5,2867,2.2,531662.367,179381.973
E02006836,Sutton 025,E09000029,Sutton,E12000007,London,8270,8062,208,24.8,3195,2.5,524693.353,161932.716
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,E12000007,London,7064,7063,1,141.4,3320,2.1,537408.970,179371.448
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets,E12000007,London,5883,5883,0,64.4,2991,2,537419.614,180220.297
E02006882,Harrow 033,E09000015,Harrow,E12000007,London,14174,14103,71,66.6,4342,3.2,516913.706,189319.096
E02006918,Hackney 028,E09000012,Hackney,E12000007,London,7611,7611,0,146.7,3113,2.4,535154.116,186787.789
E02006921,Hackney 029,E09000012,Hackney,E12000007,London,7744,7739,5,171,2909,2.7,534581.892,187044.312
E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,12780,12623,157,53.1,4020,3.1,542803.309,187767.638
E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,13241,13241,0,53.1,4102,3.2,542273.781,189351.093
E02006927,Greenwich 034,E09000011,Greenwich,E12000007,London,8315,8241,74,33,3338,2.5,540690.487,175178.489
E02006928,Greenwich 035,E09000011,Greenwich,E12000007,London,7341,6410,931,136,2977,2.2,537700.197,177616.263
E02006929,Greenwich 036,E09000011,Greenwich,E12000007,London,7490,7489,1,29.4,3333,2.2,539747.826,179078.898
E02006930,Greenwich 037,E09000011,Greenwich,E12000007,London,6561,6557,4,75.6,2876,2.3,539775.395,178277.541
E02006931,Greenwich 038,E09000011,Greenwich,E12000007,London,9186,8973,213,46.1,4113,2.2,538621.281,177152.207
