MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,x,y
E02000482,Havering 019,E09000016,Havering,E12000007,London,6396,6374,22,22.6,2546,2.5,556494.354,187545.265
E02000483,Havering 020,E09000016,Havering,E12000007,London,7614,7562,52,47.5,3423,2.2,553900.705,187127.037
E02000484,Havering 021,E09000016,Havering,E12000007,London,8199,8187,12,44.3,3180,2.6,552366.816,186982.141
E02000485,Havering 022,E09000016,Havering,E12000007,London,7986,7956,30,38.1,3375,2.4,555221.968,186765.216
E02000486,Havering 023,E09000016,Havering,E12000007,London,7366,7300,66,57.8,3039,2.4,553238.004,186141.599
E02000487,Havering 024,E09000016,Havering,E12000007,London,7843,7748,95,6.1,2970,2.6,556512.326,184739.381
E02000488,Havering 025,E09000016,Havering,E12000007,London,7431,7431,0,40.6,2967,2.5,553667.597,185379.271
E02000489,Havering 026,E09000016,Havering,E12000007,London,7884,7884,0,30.3,3155,2.5,552341.920,184924.500
E02000490,Havering 027,E09000016,Havering,E12000007,London,7828,7828,0,38.2,3169,2.5,552339.379,183986.398
E02000491,Havering 028,E09000016,Havering,E12000007,London,8826,8774,52,18.4,3603,2.4,551091.639,182664.639
E02000492,Havering 029,E09000016,Havering,E12000007,London,6272,6247,25,4.5,2524,2.5,553490.945,181453.037
E02000493,Havering 030,E09000016,Havering,E12000007,London,6210,6210,0,48.2,2471,2.5,552723.265,182040.431
E02000494,Hillingdon 001,E09000017,Hillingdon,E12000007,London,7479,7388,91,12,3115,2.4,508285.883,190862.106
E02000495,Hillingdon 002,E09000017,Hillingdon,E12000007,London,9473,9348,125,34.7,4141,2.3,509608.759,190710.793
E02000496,Hillingdon 003,E09000017,Hillingdon,E12000007,London,7399,7181,218,4.9,3008,2.4,505638.507,189946.740
E02000497,Hillingdon 004,E09000017,Hillingdon,E12000007,London,8529,8468,61,31.6,3440,2.5,510306.313,189145.855
E02000498,Hillingdon 005,E09000017,Hillingdon,E12000007,London,6020,6020,0,19.2,2561,2.4,508191.154,188537.210
E02000499,Hillingdon 006,E09000017,Hillingdon,E12000007,London,7765,7765,0,48.3,3001,2.6,511296.695,187918.661
E02000500,Hillingdon 007,E09000017,Hillingdon,E12000007,London,7714,7664,50,26.6,3093,2.5,509455.216,187981.689
E02000501,Hillingdon 008,E09000017,Hillingdon,E12000007,London,8247,8197,50,57.4,3163,2.6,510991.256,186976.449
E02000502,Hillingdon 009,E09000017,Hillingdon,E12000007,London,7613,7512,101,18.3,3097,2.4,509130.871,185879.557
E02000503,Hillingdon 010,E09000017,Hillingdon,E12000007,London,8986,8560,426,65.1,3235,2.6,510548.674,186206.942
E02000504,Hillingdon 011,E09000017,Hillingdon,E12000007,London,7382,7359,23,24.1,2891,2.5,507477.518,186180.838
E02000506,Hillingdon 013,E09000017,Hillingdon,E12000007,London,7541,7455,86,13.7,2725,2.7,506406.143,185595.033
E02000507,Hillingdon 014,E09000017,Hillingdon,E12000007,London,7943,7943,0,29.5,2756,2.9,508607.332,184079.631
E02000508,Hillingdon 015,E09000017,Hillingdon,E12000007,London,9184,7014,2170,33.4,3075,2.3,506163.724,183536.341
E02000509,Hillingdon 016,E09000017,Hillingdon,E12000007,London,9823,7651,2172,48.8,3112,2.5,505153.207,183285.089
E02000510,Hillingdon 017,E09000017,Hillingdon,E12000007,London,8634,8554,80,40.5,3196,2.7,507076.300,182643.644
E02000511,Hillingdon 018,E09000017,Hillingdon,E12000007,London,9426,9357,69,39.5,3211,2.9,509286.541,182666.890
E02000512,Hillingdon 019,E09000017,Hillingdon,E12000007,London,8001,7989,12,56.8,2968,2.7,508105.308,182553.875
E02000513,Hillingdon 020,E09000017,Hillingdon,E12000007,London,8980,8967,13,61,3234,2.8,511066.168,182292.874
E02000514,Hillingdon 021,E09000017,Hillingdon,E12000007,London,9820,9791,29,81.9,3044,3.2,510270.936,181741.128
E02000515,Hillingdon 022,E09000017,Hillingdon,E12000007,London,10439,10388,51,33.1,4303,2.4,505575.271,181219.363
E02000516,Hillingdon 023,E09000017,Hillingdon,E12000007,London,8269,8263,6,50,2764,3,511972.999,181527.931
E02000517,Hillingdon 024,E09000017,Hillingdon,E12000007,London,8626,8570,56,55.8,2917,2.9,508525.187,181222.952
E02000518,Hillingdon 025,E09000017,Hillingdon,E12000007,London,8606,8593,13,34.1,3099,2.8,507056.933,180853.031
E02000519,Hillingdon 026,E09000017,Hillingdon,E12000007,London,8658,8645,13,47.7,2890,3,510669.450,180841.510
E02000520,Hillingdon 027,E09000017,Hillingdon,E12000007,London,11251,11068,183,25.8,3645,3,509517.350,180139.191
E02000521,Hillingdon 028,E09000017,Hillingdon,E12000007,London,9912,9904,8,40.4,3397,2.9,507633.974,179262.835
E02000522,Hillingdon 029,E09000017,Hillingdon,E12000007,London,8653,8581,72,55.1,3269,2.6,506090.262,179331.663
E02000523,Hillingdon 030,E09000017,Hillingdon,E12000007,London,9636,9535,101,58.5,2939,3.2,509486.313,178940.139
E02000524,Hillingdon 031,E09000017,Hillingdon,E12000007,London,6663,6271,392,3.2,2462,2.5,506657.487,176436.281
E02000525,Hillingdon 032,E09000017,Hillingdon,E12000007,London,8826,8822,4,21.7,3142,2.8,509416.338,177394.305
E02000526,Hounslow 001,E09000018,Hounslow,E12000007,London,8378,8292,86,90.7,3536,2.3,521534.506,178509.633
E02000528,Hounslow 003,E09000018,Hounslow,E12000007,London,10614,10603,11,45.7,4770,2.2,518431.900,178409.950
E02000529,Hounslow 004,E09000018,Hounslow,E12000007,London,8448,8448,0,71.5,2776,3,512846.600,177948.408
E02000530,Hounslow 005,E09000018,Hounslow,E12000007,London,6837,6836,1,25.1,2314,3,511214.188,178049.529
E02000531,Hounslow 006,E09000018,Hounslow,E12000007,London,10337,9472,865,40.4,4269,2.2,517133.042,177596.979
E02000532,Hounslow 007,E09000018,Hounslow,E12000007,London,9160,9149,11,40,4001,2.3,520904.754,177273.001
E02000533,Hounslow 008,E09000018,Hounslow,E12000007,London,8406,8406,0,79,3835,2.2,519886.209,177479.111
E02000534,Hounslow 009,E09000018,Hounslow,E12000007,London,8044,8029,15,16.5,2917,2.8,515222.916,177899.245
E02000535,Hounslow 010,E09000018,Hounslow,E12000007,London,9291,9287,4,60,2852,3.3,511867.409,177035.830
E02000536,Hounslow 011,E09000018,Hounslow,E12000007,London,9269,9189,80,57.7,2925,3.1,513069.407,176715.953
E02000537,Hounslow 012,E09000018,Hounslow,E12000007,London,8620,8612,8,45.7,2841,3,514254.970,176993.982
E02000538,Hounslow 013,E09000018,Hounslow,E12000007,London,8680,8680,0,36.8,2648,3.3,510808.554,176160.240
E02000539,Hounslow 014,E09000018,Hounslow,E12000007,London,10752,10662,90,65.3,4299,2.5,516079.028,176209.347
E02000540,Hounslow 015,E09000018,Hounslow,E12000007,London,9246,9211,35,73.7,3564,2.6,514759.425,175989.323
E02000541,Hounslow 016,E09000018,Hounslow,E12000007,London,8875,8866,9,84.2,2846,3.1,511829.038,175852.395
E02000542,Hounslow 017,E09000018,Hounslow,E12000007,London,9396,9298,98,89.8,3166,2.9,512848.371,175717.955
E02000543,Hounslow 018,E09000018,Hounslow,E12000007,London,11713,11652,61,102.3,4170,2.8,513701.466,175290.082
E02000544,Hounslow 019,E09000018,Hounslow,E12000007,London,8199,8199,0,59.2,2793,2.9,514786.700,175037.354
E02000545,Hounslow 020,E09000018,Hounslow,E12000007,London,8181,8137,44,62.2,3299,2.5,516052.870,175093.629
E02000546,Hounslow 021,E09000018,Hounslow,E12000007,London,9750,9568,182,39.6,3018,3.2,512289.109,174517.033
E02000547,Hounslow 022,E09000018,Hounslow,E12000007,London,9360,9360,0,28.7,3547,2.6,510016.644,174591.393
E02000548,Hounslow 023,E09000018,Hounslow,E12000007,London,9103,9085,18,25.8,3539,2.6,508291.230,173289.662
E02000549,Hounslow 024,E09000018,Hounslow,E12000007,London,11017,10865,152,44.9,3937,2.8,511279.729,173404.883
E02000550,Hounslow 025,E09000018,Hounslow,E12000007,London,10403,10403,0,110.1,3840,2.7,510023.542,172961.072
E02000551,Hounslow 026,E09000018,Hounslow,E12000007,London,8614,8614,0,40.5,3294,2.6,512062.112,172334.169
E02000552,Hounslow 027,E09000018,Hounslow,E12000007,London,8266,8098,168,27,3266,2.5,509413.858,172069.861
E02000553,Hounslow 028,E09000018,Hounslow,E12000007,London,6605,6605,0,26.2,2605,2.5,511424.773,171260.663
E02000554,Islington 001,E09000019,Islington,E12000007,London,9182,9132,50,144.1,4226,2.2,530218.394,187433.426
E02000555,Islington 002,E09000019,Islington,E12000007,London,9408,9355,53,157.8,3986,2.3,529622.471,187203.090
E02000556,Islington 003,E09000019,Islington,E12000007,London,10008,9990,18,153.7,4561,2.2,530560.580,186921.934
E02000557,Islington 004,E09000019,Islington,E12000007,London,8124,8066,58,114.7,3929,2.1,529276.731,186620.005
E02000558,Islington 005,E09000019,Islington,E12000007,London,8870,8693,177,184.3,3780,2.3,531010.872,186444.483
E02000559,Islington 006,E09000019,Islington,E12000007,London,8778,8778,0,152.2,3882,2.3,531655.158,186234.021
E02000560,Islington 007,E09000019,Islington,E12000007,London,7076,6888,188,140.6,3177,2.2,530590.135,186133.281
E02000561,Islington 008,E09000019,Islington,E12000007,London,7746,7632,114,126.3,3413,2.2,529696.569,186039.736
E02000562,Islington 009,E09000019,Islington,E12000007,London,7934,7814,120,122.4,3594,2.2,532085.099,185658.689
E02000563,Islington 010,E09000019,Islington,E12000007,London,8486,8028,458,146.4,3652,2.2,529990.127,185508.938
E02000564,Islington 011,E09000019,Islington,E12000007,London,10488,10465,23,129.9,5004,2.1,530893.102,185447.475
E02000565,Islington 012,E09000019,Islington,E12000007,London,8187,7974,213,159.7,3610,2.2,532879.523,185215.094
E02000566,Islington 013,E09000019,Islington,E12000007,London,8164,8164,0,116.6,3662,2.2,531493.393,185063.471
E02000567,Islington 014,E09000019,Islington,E12000007,London,10358,10358,0,155.9,4937,2.1,532641.031,184693.816
E02000568,Islington 015,E09000019,Islington,E12000007,London,9625,8661,964,106.6,4063,2.1,530448.628,184601.760
E02000569,Islington 016,E09000019,Islington,E12000007,London,10022,10015,7,143.1,4745,2.1,531998.134,184443.422
E02000570,Islington 017,E09000019,Islington,E12000007,London,8615,8595,20,143.3,4119,2.1,531156.141,184114.629
E02000571,Islington 018,E09000019,Islington,E12000007,London,8031,7998,33,161.3,3777,2.1,532308.301,183834.664
E02000572,Islington 019,E09000019,Islington,E12000007,London,8571,8108,463,186.9,3490,2.3,530697.259,183607.739
E02000573,Islington 020,E09000019,Islington,E12000007,London,8674,8507,167,119.6,4204,2,531667.370,183447.001
E02000574,Islington 021,E09000019,Islington,E12000007,London,8501,7708,793,139.8,3840,2,530953.611,183055.091
E02000575,Islington 022,E09000019,Islington,E12000007,London,11889,10418,1471,127.9,5583,1.9,531606.973,182381.685
E02000576,Islington 023,E09000019,Islington,E12000007,London,9388,8787,601,124.2,4322,2,532460.793,182360.662
E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea,E12000007,London,7199,7195,4,82.6,3163,2.3,523989.735,182187.243
E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,E12000007,London,5798,5706,92,112.9,2454,2.3,523620.903,181919.685
E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,E12000007,London,8616,8570,46,141.1,4013,2.1,523659.159,181379.621
E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea,E12000007,London,8655,8619,36,218.5,4517,1.9,524598.800,181343.793
E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea,E12000007,London,7298,7292,6,169.2,3311,2.2,523997.826,180757.564
E02000582,Kensington and Chelsea 006,E09000020,Kensington and Chelsea,E12000007,London,7659,7317,342,157,3946,1.9,525058.189,180708.243
E02000583,Kensington and Chelsea 007,E09000020,Kensington and Chelsea,E12000007,London,7303,7290,13,126.9,3496,2.1,524368.263,180532.471
E02000584,Kensington and Chelsea 008,E09000020,Kensington and Chelsea,E12000007,London,8178,7952,226,89.7,3922,2,525459.199,180069.056
E02000585,Kensington and Chelsea 009,E09000020,Kensington and Chelsea,E12000007,London,8384,8361,23,92.4,3919,2.1,524511.481,179636.060
E02000586,Kensington and Chelsea 010,E09000020,Kensington and Chelsea,E12000007,London,7769,7566,203,147.9,3729,2,526050.433,179353.512
E02000587,Kensington and Chelsea 011,E09000020,Kensington and Chelsea,E12000007,London,7523,7488,35,144,3536,2.1,525230.847,179214.217
E02000588,Kensington and Chelsea 012,E09000020,Kensington and Chelsea,E12000007,London,8159,8158,1,106.4,4458,1.8,527640.122,179109.918
E02000589,Kensington and Chelsea 013,E09000020,Kensington and Chelsea,E12000007,London,8444,8138,306,227.7,4422,1.8,525781.344,178843.091
E02000590,Kensington and Chelsea 014,E09000020,Kensington and Chelsea,E12000007,London,7015,7010,5,152.3,3890,1.8,527202.178,178741.997
E02000591,Kensington and Chelsea 015,E09000020,Kensington and Chelsea,E12000007,London,6769,6648,121,187.6,3589,1.9,525090.595,178662.255
E02000592,Kensington and Chelsea 016,E09000020,Kensington and Chelsea,E12000007,London,6761,6724,37,119.2,3583,1.9,526492.137,178689.816
E02000593,Kensington and Chelsea 017,E09000020,Kensington and Chelsea,E12000007,London,7624,7601,23,153,4067,1.9,525693.789,178183.946
E02000594,Kensington and Chelsea 018,E09000020,Kensington and Chelsea,E12000007,London,7252,6958,294,93.7,3710,1.9,527833.229,178091.183
E02000595,Kensington and Chelsea 019,E09000020,Kensington and Chelsea,E12000007,London,7331,7107,224,115.4,3747,1.9,526959.994,177990.477
E02000596,Kensington and Chelsea 020,E09000020,Kensington and Chelsea,E12000007,London,7782,7119,663,142.1,3605,2,526190.059,177884.454
E02000597,Kensington and Chelsea 021,E09000020,Kensington and Chelsea,E12000007,London,7130,7120,10,180.5,3459,2.1,526382.102,177326.767
E02000598,Kingston upon Thames 001,E09000021,Kingston upon Thames,E12000007,London,7837,7837,0,58.9,3001,2.6,518227.338,171042.646
E02000599,Kingston upon Thames 002,E09000021,Kingston upon Thames,E12000007,London,7270,6688,582,17.5,2368,2.8,520915.389,170596.808
E02000600,Kingston upon Thames 003,E09000021,Kingston upon Thames,E12000007,London,8225,8084,141,74.4,3354,2.4,519471.102,170151.757
E02000601,Kingston upon Thames 004,E09000021,Kingston upon Thames,E12000007,London,10409,10277,132,97.2,4245,2.4,518373.871,170045.578
E02000602,Kingston upon Thames 005,E09000021,Kingston upon Thames,E12000007,London,9390,9213,177,87.1,3997,2.3,518868.071,169097.657
E02000603,Kingston upon Thames 006,E09000021,Kingston upon Thames,E12000007,London,7860,7809,51,59.4,2798,2.8,519963.917,168873.849
E02000604,Kingston upon Thames 007,E09000021,Kingston upon Thames,E12000007,London,8586,8558,28,56,3343,2.6,521583.516,168629.424
E02000605,Kingston upon Thames 008,E09000021,Kingston upon Thames,E12000007,London,7863,7782,81,54.7,3013,2.6,520664.298,168322.837
E02000606,Kingston upon Thames 009,E09000021,Kingston upon Thames,E12000007,London,10107,9827,280,67.5,4799,2,518109.913,168510.247
E02000607,Kingston upon Thames 010,E09000021,Kingston upon Thames,E12000007,London,6829,6117,712,47.4,2497,2.4,519195.089,168007.378
E02000608,Kingston upon Thames 011,E09000021,Kingston upon Thames,E12000007,London,6993,6104,889,85.2,3182,1.9,517879.352,167394.184
E02000609,Kingston upon Thames 012,E09000021,Kingston upon Thames,E12000007,London,7437,7380,57,50.4,2741,2.7,521112.481,167118.613
E02000610,Kingston upon Thames 013,E09000021,Kingston upon Thames,E12000007,London,7629,7441,188,68.6,3785,2,518281.413,166826.163
E02000611,Kingston upon Thames 014,E09000021,Kingston upon Thames,E12000007,London,7313,7313,0,40.6,2649,2.8,519788.926,166900.943
E02000612,Kingston upon Thames 015,E09000021,Kingston upon Thames,E12000007,London,8028,7936,92,42.5,3051,2.6,521886.261,166779.918
E02000613,Kingston upon Thames 016,E09000021,Kingston upon Thames,E12000007,London,7841,7660,181,65.2,3174,2.4,518433.676,166023.545
E02000614,Kingston upon Thames 017,E09000021,Kingston upon Thames,E12000007,London,8404,8359,45,28.5,3072,2.7,519842.605,165512.372
E02000615,Kingston upon Thames 018,E09000021,Kingston upon Thames,E12000007,London,7471,7471,0,45.7,2916,2.6,518166.319,164892.392
E02000616,Kingston upon Thames 019,E09000021,Kingston upon Thames,E12000007,London,6031,6013,18,46,2363,2.5,518898.342,163920.630
E02000617,Kingston upon Thames 020,E09000021,Kingston upon Thames,E12000007,London,8537,8489,48,12.1,3291,2.6,517480.897,162284.735
E02000619,Lambeth 002,E09000022,Lambeth,E12000007,London,8054,7987,67,146.9,3743,2.1,531171.442,178755.419
E02000620,Lambeth 003,E09000022,Lambeth,E12000007,London,9370,9350,20,129,4398,2.1,530945.732,178266.393
E02000621,Lambeth 004,E09000022,Lambeth,E12000007,London,10429,10271,158,143.1,5083,2,530409.586,177530.697
E02000622,Lambeth 005,E09000022,Lambeth,E12000007,London,8094,8031,63,104,3482,2.3,531359.929,177378.952
E02000623,Lambeth 006,E09000022,Lambeth,E12000007,London,7990,7979,11,174.2,3409,2.3,530285.182,176958.490
E02000624,Lambeth 007,E09000022,Lambeth,E12000007,London,7976,7933,43,138.6,3500,2.3,531167.254,176790.888
E02000625,Lambeth 008,E09000022,Lambeth,E12000007,London,8361,8310,51,150.6,3383,2.5,529950.168,176433.830
E02000626,Lambeth 009,E09000022,Lambeth,E12000007,London,8301,8256,45,149.4,3443,2.4,531763.464,176280.587
E02000627,Lambeth 010,E09000022,Lambeth,E12000007,London,9571,9496,75,181.9,4042,2.3,530523.944,176036.853
E02000628,Lambeth 011,E09000022,Lambeth,E12000007,London,9731,9676,55,148.4,3972,2.4,531214.114,175868.512
E02000629,Lambeth 012,E09000022,Lambeth,E12000007,London,9033,9004,29,140.8,3973,2.3,529697.123,175892.460
E02000630,Lambeth 013,E09000022,Lambeth,E12000007,London,7266,7265,1,107.1,3336,2.2,528975.791,175622.704
E02000631,Lambeth 014,E09000022,Lambeth,E12000007,London,8832,8798,34,83,3723,2.4,532286.543,175556.269
E02000632,Lambeth 015,E09000022,Lambeth,E12000007,London,9516,9484,32,180.2,4148,2.3,530335.494,175265.384
E02000633,Lambeth 016,E09000022,Lambeth,E12000007,London,8642,8581,61,136.9,3872,2.2,531000.819,175093.571
E02000634,Lambeth 017,E09000022,Lambeth,E12000007,London,6846,6740,106,131.4,3021,2.2,529720.027,175053.343
E02000635,Lambeth 018,E09000022,Lambeth,E12000007,London,9157,9138,19,73.7,4066,2.2,531649.964,174568.251
E02000636,Lambeth 019,E09000022,Lambeth,E12000007,London,7639,7613,26,82.7,3076,2.5,529241.439,174631.574
E02000637,Lambeth 020,E09000022,Lambeth,E12000007,London,8687,8637,50,148.7,3935,2.2,530850.173,174284.986
E02000638,Lambeth 021,E09000022,Lambeth,E12000007,London,9898,9509,389,144.5,4104,2.3,530422.356,173988.088
E02000639,Lambeth 022,E09000022,Lambeth,E12000007,London,8119,8090,29,139,3398,2.4,530045.542,173724.700
E02000640,Lambeth 023,E09000022,Lambeth,E12000007,London,9123,9110,13,111.5,3785,2.4,529423.979,173569.068
E02000641,Lambeth 024,E09000022,Lambeth,E12000007,London,8779,8638,141,143.9,3442,2.5,531144.644,173458.385
E02000642,Lambeth 025,E09000022,Lambeth,E12000007,London,9628,9617,11,88.8,4162,2.3,532107.104,173252.357
E02000643,Lambeth 026,E09000022,Lambeth,E12000007,London,8369,8347,22,119.4,3589,2.3,530317.726,172827.695
E02000644,Lambeth 027,E09000022,Lambeth,E12000007,London,8620,8524,96,95.3,3565,2.4,531211.753,172484.126
E02000645,Lambeth 028,E09000022,Lambeth,E12000007,London,9020,8992,28,79.6,3870,2.3,532164.723,172235.303
E02000646,Lambeth 029,E09000022,Lambeth,E12000007,London,9121,8983,138,96.2,3842,2.3,530009.854,172255.725
E02000647,Lambeth 030,E09000022,Lambeth,E12000007,London,8483,8325,158,87.7,3444,2.4,531228.260,171569.637
E02000648,Lambeth 031,E09000022,Lambeth,E12000007,London,7791,7683,108,110.6,3232,2.4,532214.298,171404.706
E02000649,Lambeth 032,E09000022,Lambeth,E12000007,London,11181,10973,208,108,4887,2.2,530056.652,171352.185
E02000650,Lambeth 033,E09000022,Lambeth,E12000007,London,7424,7424,0,96.2,3233,2.3,533018.231,171198.997
E02000651,Lambeth 034,E09000022,Lambeth,E12000007,London,8591,8456,135,76.7,3492,2.4,530411.226,170569.047
E02000652,Lambeth 035,E09000022,Lambeth,E12000007,London,7363,7324,39,107.1,2527,2.9,529580.736,170092.855
E02000653,Lewisham 001,E09000023,Lewisham,E12000007,London,8544,8525,19,126.3,3547,2.4,536182.608,178517.200
E02000654,Lewisham 002,E09000023,Lewisham,E12000007,London,8059,8055,4,85.2,3336,2.4,536703.408,177940.515
E02000655,Lewisham 003,E09000023,Lewisham,E12000007,London,8208,7887,321,83.9,3366,2.3,535705.676,177552.244
E02000657,Lewisham 005,E09000023,Lewisham,E12000007,London,9078,8566,512,103.9,3776,2.3,536747.231,176556.228
E02000658,Lewisham 006,E09000023,Lewisham,E12000007,London,8314,8295,19,107.4,3538,2.3,535740.057,176545.618
E02000659,Lewisham 007,E09000023,Lewisham,E12000007,London,7697,7611,86,75,3284,2.3,538620.022,176123.461
E02000660,Lewisham 008,E09000023,Lewisham,E12000007,London,8078,7945,133,99.4,3659,2.2,537093.825,176047.894
E02000661,Lewisham 009,E09000023,Lewisham,E12000007,London,6342,6275,67,49.3,3139,2,539470.443,176060.290
E02000662,Lewisham 010,E09000023,Lewisham,E12000007,London,8100,8093,7,105.2,3317,2.4,536121.032,175638.933
E02000663,Lewisham 011,E09000023,Lewisham,E12000007,London,7194,7186,8,109.6,2903,2.5,537530.308,175557.609
E02000664,Lewisham 012,E09000023,Lewisham,E12000007,London,9928,9797,131,70.2,4452,2.2,538203.034,175226.772
E02000665,Lewisham 013,E09000023,Lewisham,E12000007,London,7916,7907,9,98.9,3504,2.3,539311.785,174872.321
E02000666,Lewisham 014,E09000023,Lewisham,E12000007,London,7321,7214,107,76.9,2859,2.5,537092.544,174929.294
E02000667,Lewisham 015,E09000023,Lewisham,E12000007,London,6534,6526,8,89.8,2595,2.5,536613.389,174499.457
E02000668,Lewisham 016,E09000023,Lewisham,E12000007,London,6657,6647,10,66,2816,2.4,539746.685,174245.085
E02000669,Lewisham 017,E09000023,Lewisham,E12000007,London,7518,7403,115,117,3270,2.3,538781.780,174130.354
E02000670,Lewisham 018,E09000023,Lewisham,E12000007,London,6539,6522,17,105.2,2748,2.4,538210.178,173825.870
E02000671,Lewisham 019,E09000023,Lewisham,E12000007,London,8403,8375,28,84.5,3668,2.3,536212.427,173758.209
E02000672,Lewisham 020,E09000023,Lewisham,E12000007,London,8377,8206,171,72.3,3509,2.3,537350.008,173697.944
E02000673,Lewisham 021,E09000023,Lewisham,E12000007,London,8007,7988,19,75.5,3490,2.3,535195.896,173523.005
E02000674,Lewisham 022,E09000023,Lewisham,E12000007,London,8015,7944,71,98,3020,2.6,538963.692,173249.644
E02000675,Lewisham 023,E09000023,Lewisham,E12000007,London,8204,8165,39,57.2,3419,2.4,540364.278,173177.547
E02000676,Lewisham 024,E09000023,Lewisham,E12000007,London,7713,7694,19,103.4,3252,2.4,536179.252,172982.776
E02000677,Lewisham 025,E09000023,Lewisham,E12000007,London,7199,7103,96,68.5,2692,2.6,538146.337,172859.795
E02000678,Lewisham 026,E09000023,Lewisham,E12000007,London,6087,6087,0,58.9,2432,2.5,539712.555,172626.561
E02000679,Lewisham 027,E09000023,Lewisham,E12000007,London,7905,7867,38,84.2,3455,2.3,535906.369,172358.802
E02000680,Lewisham 028,E09000023,Lewisham,E12000007,London,6847,6750,97,89.2,3016,2.2,534877.112,172447.159
E02000681,Lewisham 029,E09000023,Lewisham,E12000007,London,8094,8094,0,59.8,3268,2.5,537095.534,172393.969
E02000682,Lewisham 030,E09000023,Lewisham,E12000007,London,8162,8147,15,68.6,3095,2.6,538634.488,172140.572
E02000683,Lewisham 031,E09000023,Lewisham,E12000007,London,6444,6443,1,67.2,2763,2.3,541276.766,172013.753
E02000685,Lewisham 033,E09000023,Lewisham,E12000007,London,7679,7584,95,79.4,3357,2.3,534751.518,171754.764
E02000686,Lewisham 034,E09000023,Lewisham,E12000007,London,6681,6672,9,38.6,2839,2.4,537631.893,171188.580
E02000687,Lewisham 035,E09000023,Lewisham,E12000007,London,7926,7828,98,102,3436,2.3,535744.042,171450.833
E02000689,Merton 001,E09000024,Merton,E12000007,London,8258,8239,19,42.4,3230,2.6,525394.648,172039.651
E02000690,Merton 002,E09000024,Merton,E12000007,London,5656,5527,129,10.5,2300,2.4,523069.437,171418.891
E02000691,Merton 003,E09000024,Merton,E12000007,London,7334,7168,166,79,2968,2.4,525333.403,171054.063
E02000692,Merton 004,E09000024,Merton,E12000007,London,7662,7567,95,67,3686,2.1,524245.591,170693.594
E02000693,Merton 005,E09000024,Merton,E12000007,London,9173,8935,238,87.6,3973,2.2,526801.625,170502.569
E02000694,Merton 006,E09000024,Merton,E12000007,London,8730,8714,16,112.8,3828,2.3,526049.391,170522.964
E02000695,Merton 007,E09000024,Merton,E12000007,London,8287,8269,18,102.8,2813,2.9,528554.644,170257.446
E02000696,Merton 008,E09000024,Merton,E12000007,London,8072,8072,0,108.9,3185,2.5,527465.060,170088.906
E02000697,Merton 009,E09000024,Merton,E12000007,London,8217,8134,83,70.9,3577,2.3,525390.581,169948.977
E02000698,Merton 010,E09000024,Merton,E12000007,London,7816,7699,117,44.5,3146,2.4,522661.522,169811.755
E02000699,Merton 011,E09000024,Merton,E12000007,London,7689,7666,23,82.6,3205,2.4,524249.819,169608.562
E02000700,Merton 012,E09000024,Merton,E12000007,London,8290,8290,0,89.9,3367,2.5,526468.802,169450.117
E02000701,Merton 013,E09000024,Merton,E12000007,London,8416,8410,6,88,3006,2.8,528038.468,169470.597
E02000702,Merton 014,E09000024,Merton,E12000007,London,7638,7626,12,49,2964,2.6,528805.741,168776.851
E02000703,Merton 015,E09000024,Merton,E12000007,London,7825,7825,0,53.1,2961,2.6,525198.951,169086.379
E02000704,Merton 016,E09000024,Merton,E12000007,London,7742,7633,109,46.3,3409,2.2,523236.107,168943.034
E02000705,Merton 017,E09000024,Merton,E12000007,London,8124,8083,41,65.4,2836,2.9,529491.718,169043.026
E02000706,Merton 018,E09000024,Merton,E12000007,London,8605,8605,0,95.1,3259,2.6,527297.425,168989.303
E02000707,Merton 019,E09000024,Merton,E12000007,London,7486,7482,4,64.6,2683,2.8,529929.093,168160.265
E02000708,Merton 020,E09000024,Merton,E12000007,London,8286,8262,24,50.3,3011,2.7,522861.265,167954.969
E02000709,Merton 021,E09000024,Merton,E12000007,London,7701,7681,20,44.9,2874,2.7,524307.725,168040.006
E02000710,Merton 022,E09000024,Merton,E12000007,London,8329,8062,267,25.8,3208,2.5,527717.729,167876.994
E02000711,Merton 023,E09000024,Merton,E12000007,London,8158,8133,25,61.3,3140,2.6,525907.420,168095.635
E02000712,Merton 024,E09000024,Merton,E12000007,London,8709,8681,28,53.4,3328,2.6,525395.169,167284.463
E02000713,Merton 025,E09000024,Merton,E12000007,London,7490,7454,36,48.8,2800,2.7,523823.608,166884.469
E02000714,Newham 001,E09000025,Newham,E12000007,London,8133,8131,2,148,2733,3,540356.291,185666.220
E02000715,Newham 002,E09000025,Newham,E12000007,London,7381,7311,70,172.9,2234,3.3,542947.833,185723.730
E02000716,Newham 003,E09000025,Newham,E12000007,London,7354,7239,115,47,2320,3.1,541979.572,186010.400
E02000717,Newham 004,E09000025,Newham,E12000007,London,8101,8101,0,162.4,2400,3.4,542211.529,185425.788
